day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
25,0.0,0.0,0,0.0,2.0,0.48,,,,,,,0.0,2.0,0.38,2.0,4.0,2.12,1.0,3.0,1.26,1.0,3.0,1.32,1.0,2.0,0.82,1.0,3.0,1.36,1.0,3.0,1.26,7.0,23.0,10.28,9600.0,9600.0,9056,30.0,30.0,30,0.0,0.0,0,24.0,24.0,24,520.0,570.0,539,750.0,750.0,750,3860.0,4437.5,3896,3.0,9.0,4.14,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.68,,,,100.0,200.0,104,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,1.0,0.16,0.0,1.0,0.16,,,,,,,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0,0.0,0,0.0,1.0,0.46,,,,,,,0.0,1.0,0.36,2.0,4.0,1.94,1.0,2.0,0.86,1.0,3.0,1.24,1.0,3.0,0.96,1.5,4.0,1.46,2.0,3.0,1.72,9.0,20.0,10.9,8000.0,12000.0,8496,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,520.0,570.0,539,950.0,950.0,950,4110.0,4665.0,4087,3.0,9.0,4.14,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.62,,,,100.0,200.0,91,200.0,200.0,200,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,0.0,0.04,0.0,1.0,0.26,0.0,1.0,0.08,,,,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0,0.0,0,0.0,1.0,0.26,,,,,,,0.0,2.0,0.38,3.0,4.549999999999997,2.48,1.0,3.0,1,1.0,3.0,1.08,1.0,2.0,0.84,1.0,3.0,1.4,1.0,4.0,1.56,9.0,23.549999999999997,11.24,8000.0,10919.999999999993,8592,40.0,40.0,40,0.0,0.0,0,24.0,24.0,24,560.0,610.0,579,1150.0,1150.0,1150,4110.0,4687.5,4079,3.0,9.0,4.14,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.66,,,,100.0,200.0,92,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,1.0,0.08,0.0,1.0,0.26,,,,,,,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0,0.0,0,0.0,1.5499999999999972,0.42,,,,,,,0.0,1.0,0.3,2.0,4.0,2.06,1.0,2.0,1,1.0,3.0,1.24,1.0,2.0,1,1.0,3.0,1.42,1.0,4.0,1.56,13.0,24.0,15.08,8000.0,10919.999999999993,8752,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,560.0,610.0,579,1350.0,1350.0,1350,4385.0,4760.0,4029,3.0,9.0,4.14,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.7,,,,100.0,200.0,100,350.0,350.0,350,,,,100.0,100.0,100,24.0,28.0,24.32,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.22,0.0,0.0,0.02,,,,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,50.0,50.0,50,50.0,50.0,50,0.0,5000.0,400,,,,,,
29,0.0,0.0,0,0.0,2.0,0.56,,,,,,,0.0,2.0,0.42,2.0,4.0,1.92,1.0,3.0,1.24,1.0,2.549999999999997,1.2,0.0,1.5499999999999972,0.52,1.5,3.0,1.52,1.5,3.549999999999997,1.62,8.0,22.0,11.24,9600.0,12000.0,9168,0.0,0.0,0,0.0,0.0,0,24.0,26.0,24.16,560.0,610.0,580,50.0,550.0,90,4435.0,4837.5,4017,6.0,9.0,5.34,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,680,1.0,1.0,0.58,,,,100.0,150.0,88,100.0,100.0,100,,,,100.0,100.0,100,24.0,28.0,24.4,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,0.0,1,0.0,1.0,0.12,0.0,1.0,0.24,0.0,0.5499999999999972,0.06,,,,9000.0,9000.0,8280,1500.0,1500.0,1500,0.0,3.0,1.2,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.2,,,,,,,,,,0.0,0.0,100,,,,,,
30,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.5499999999999972,0.5,2.0,4.0,2.14,1.0,3.0,1.06,1.0,3.0,0.94,1.0,2.0,0.8,1.5,4.0,1.64,1.0,3.0,1.36,12.0,22.19999999999999,12.08,9600.0,12000.0,9024,20.0,20.0,20,0.0,0.0,0,24.0,28.0,24.36,580.0,630.0,600,250.0,1250.0,340,4435.0,4787.5,3913,6.0,9.0,5.34,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,850,0.5,1.0,0.5,,,,100.0,200.0,93,0.0,0.0,0,,,,100.0,100.0,97,24.0,28.0,24.48,,,,8000.0,8000.0,8000,2.0,2.0,1.94,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.94,,,,0.0,1.0,0.12,0.0,1.0,0.3,0.0,1.0,0.08,,,,9000.0,9000.0,8100,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100,,,,,,
31,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,2.0,0.54,2.0,4.0,2.24,1.0,2.0,0.86,1.0,3.0,1.26,0.0,2.0,0.66,1.0,3.0,1.52,1.0,3.0,1.56,13.0,23.099999999999994,12.54,8000.0,9600.0,8512,0.0,0.0,0,0.0,0.0,0,24.0,28.0,24.44,580.0,630.0,600,450.0,1450.0,560,4460.0,4860.0,3839,6.0,9.0,5.34,40.0,40.0,40,9200.0,9200.0,9200,0.0,0.0,340,1.0,1.0,0.6,,,,75.0,150.0,76,150.0,150.0,150,,,,100.0,100.0,100,24.0,28.0,24.64,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,1.0,0.18,0.0,1.0,0.22,,,,,,,9000.0,9000.0,8640,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,200,,,,,,
32,0.0,0.0,0,0.0,1.0,0.32,,,,,,,0.0,2.0,0.5,2.0,4.0,2.14,1.0,3.0,0.96,1.0,3.0,1.38,1.0,2.0,0.8,1.0,3.0,1.52,1.0,3.0,1.34,11.5,26.749999999999986,12.18,8000.0,9600.0,8864,30.0,30.0,30,0.0,0.0,0,24.0,28.0,24.56,610.0,660.0,631,650.0,650.0,610,4460.0,4887.5,3829,6.0,10.649999999999991,5.52,80.0,80.0,80,9200.0,9200.0,9200,0.0,4674.999999999975,510,1.0,1.0,0.58,,,,100.0,200.0,88,0.0,0.0,0,,,,100.0,100.0,98,24.0,28.0,24.64,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.96,0.0,0.0,1,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,,,,9000.0,9000.0,8460,0.0,1500.0,180,0.0,1.6499999999999915,0.18,0.0,0.0,0.04,0.0,0.5499999999999972,0.06,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,
33,0.0,0.0,0,0.0,1.0,0.4,,,,,,,0.0,1.5499999999999972,0.44,2.0,3.549999999999997,1.74,1.0,3.0,1.1,2.0,4.0,1.52,1.0,2.0,0.66,1.0,3.0,1.5,1.5,3.549999999999997,1.64,10.0,23.64999999999999,11.76,8000.0,9600.0,8576,0.0,0.0,0,0.0,0.0,0,24.0,28.0,24.64,610.0,660.0,633,850.0,850.0,770,4485.0,4910.0,3317,6.0,10.649999999999991,5.52,120.0,120.0,120,9200.0,9200.0,9200,0.0,0.0,340,1.0,1.0,0.6,,,,100.0,200.0,88,200.0,200.0,200,,,,100.0,100.0,100,24.0,28.0,25.2,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,0.0,2,0.0,0.5499999999999972,0.06,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,,,,9000.0,9000.0,8640,0.0,0.0,60,,,,0.0,0.0,0.02,,,,0.0,0.0,0.02,,,,,,,,,,0.0,5000.0,700,,,,,,
34,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,2.0,0.4,2.0,4.0,1.92,1.0,2.549999999999997,1,1.0,3.0,1.2,1.0,3.0,0.94,1.0,3.0,1.2,1.0,3.549999999999997,1.72,10.0,24.0,11.34,8000.0,12000.0,8832,40.0,40.0,40,0.0,0.0,0,24.0,28.0,24.92,700.0,750.0,683,1050.0,1050.0,830,4460.0,4910.0,3120,6.0,10.649999999999991,5.7,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1190,1.0,1.0,0.56,,,,100.0,200.0,97,0.0,0.0,0,,,,100.0,100.0,94,24.0,28.0,25.36,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,1.88,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.88,,,,0.0,0.0,0.04,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,0.0,50.0,10,9000.0,9000.0,7740,0.0,1500.0,210,0.0,1.6499999999999915,0.18,0.0,0.0,0.04,0.0,0.5499999999999972,0.06,0.0,0.0,0.04,,,,,,,,,,0.0,0.0,200,,,,,,
35,0.0,0.0,0,0.0,1.0,0.26,,,,,,,0.0,2.0,0.54,2.0,4.0,2.16,1.0,3.0,1.12,1.0,3.0,1.28,0.5,2.0,0.7,1.0,3.0,1.4,1.0,4.0,1.54,17.5,29.549999999999997,18.04,9600.0,12000.0,9232,0.0,0.0,0,0.0,0.0,0,24.0,28.0,25.28,700.0,750.0,720,1250.0,1250.0,1060,960.0,5360.0,2361,6.0,10.649999999999991,5.7,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,1530,1.0,1.0,0.52,,,,100.0,150.0,91,350.0,350.0,350,,,,100.0,100.0,100,28.0,28.0,26.56,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,1.0,0.08,0.0,1.0,0.36,0.0,0.0,0.04,50.0,50.0,37,9000.0,9000.0,7380,0.0,0.0,60,,,,,,,,,,0.0,0.0,0.04,400.0,400.0,400,50.0,50.0,50,50.0,50.0,50,0.0,5000.0,1500,,,,,,
36,0.0,0.0,0,0.0,1.0,0.42,,,,,,,0.0,1.0,0.5,2.0,3.549999999999997,1.86,1.0,3.0,1.1,1.0,3.0,1.28,1.0,2.0,0.74,1.0,4.0,1.66,1.0,3.549999999999997,1.44,11.0,22.0,11.84,8800.0,12000.0,9136,0.0,0.0,0,0.0,0.0,0,26.0,28.0,25.96,725.0,750.0,725,950.0,1450.0,980,710.0,1537.5,853,6.0,10.649999999999991,5.82,40.0,40.0,40,9200.0,9200.0,9200,0.0,8500.0,2890,1.0,1.0,0.58,,,,50.0,227.49999999999986,92,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.84,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,0.0,2,0.0,1.0,0.18,0.0,1.0,0.22,0.0,0.0,0.02,0.0,27.499999999999858,3,9000.0,9000.0,5940,0.0,1500.0,450,0.0,0.0,0.12,0.0,1.0,0.16,0.0,0.0,0.04,0.0,1.0,0.1,,,,,,,,,,0.0,5000.0,1600,,,,,,
37,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.5499999999999972,0.38,2.0,5.0,2,1.0,2.0,1,1.0,2.0,1,1.0,2.0,0.76,1.5,3.0,1.58,2.0,3.549999999999997,1.78,11.0,23.099999999999994,11.38,9600.0,10919.999999999993,9168,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.16,770.0,770.0,749,1150.0,1150.0,950,685.0,1514.9999999999995,841,6.0,10.649999999999991,6.1,80.0,80.0,80,9200.0,9200.0,9200,8500.0,8500.0,5270,0.0,1.0,0.48,,,,100.0,177.49999999999986,88,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,27.84,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,50.0,4,0.0,1.0,0.12,0.0,1.0,0.3,0.0,1.0,0.1,,,,0.0,9000.0,3420,0.0,1500.0,540,0.0,3.0,0.24,0.0,1.0,0.14,0.0,1.0,0.08,0.0,1.0,0.14,,,,,,,0.0,0.0,0.4,,,,0.0,0.0,0.04,0.0,0.0,0.44
38,0.0,0.0,0,0.0,1.5499999999999972,0.3,,,,,,,0.0,1.0,0.36,2.0,4.0,1.8,1.0,3.0,1.2,1.0,3.0,1.44,1.0,2.0,0.74,1.5,3.0,1.62,2.0,3.549999999999997,1.54,9.0,21.0,10.94,8000.0,9600.0,8784,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.64,770.0,770.0,751,1350.0,1350.0,1310,860.0,1637.4999999999998,988,6.0,12.0,6.3,80.0,80.0,80,9200.0,9200.0,9200,0.0,8500.0,2720,1.0,1.0,0.64,,,,100.0,200.0,97,150.0,150.0,150,,,,100.0,100.0,100,28.0,28.0,27.84,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,0.0,0.0,2,0.0,1.0,0.1,0.0,1.0,0.22,0.0,0.0,0.04,,,,9000.0,9000.0,6120,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.4,,,,0.0,0.5499999999999972,0.16,0.0,3.84999999999998,1.6
39,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.0,0.36,2.5,5.0,2.52,1.0,3.0,1,1.0,3.0,1.14,1.0,2.0,0.74,1.0,3.549999999999997,1.5,1.0,3.0,1.38,11.5,17.0,10.78,8000.0,12000.0,8896,30.0,30.0,30,0.0,0.0,0,28.0,28.0,27.74,800.0,800.0,781,50.0,550.0,100,860.0,1660.0,975,6.0,13.649999999999991,7.68,80.0,80.0,80,9200.0,9200.0,9200,0.0,4674.999999999975,510,1.0,1.0,0.68,,,,100.0,200.0,87,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,27.84,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,,,,0.0,1.0,0.08,0.0,1.0,0.2,0.0,0.0,0.04,,,,9000.0,9000.0,8460,1500.0,1500.0,1440,0.0,3.0,1.08,0.0,1.0,0.24,0.0,1.0,0.36,0.0,1.0,0.36,,,,,,,,,,,,,0.0,0.0,0.02,0.0,0.0,0.3
