day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_in_step_chest_p50,gold_in_step_chest_p95,gold_in_step_chest_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,step_chests_opened_p50,step_chests_opened_p95,step_chests_opened_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,bond_points_gain_p50,bond_points_gain_p95,bond_points_gain_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean
32,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.0,0.38,2.0,4.0,1.92,1.0,2.549999999999997,0.98,1.0,3.549999999999997,1.38,1.0,2.549999999999997,0.9,1.0,3.549999999999997,1.44,2.0,3.0,1.5,14.0,25.099999999999994,14.96,4500.0,4500.0,4500,0.0,0.5499999999999972,0.06,30.0,30.0,28.2,0.0,0.0,0,24.0,24.0,24,580.0,660.0,584.4,15000.0,15000.0,15000,4820.0,5420.0,4809,10.0,20.0,10.2,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.52,,,,100.0,200.0,94,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.16,0.0,2.0,0.58,0.0,1.0,0.14,0.0,1.0,0.3,0.0,0.0,0.04,20.0,60.99999999999994,21.7,,,,,,,20.0,60.99999999999994,19.4,,,,,,,4950.0,4950.0,4950,,,,,,
33,0.0,0.0,0,0.0,1.0,0.5,,,,,,,0.0,2.0,0.46,2.0,4.0,2.14,1.0,2.0,0.9,1.0,3.0,1.28,1.0,3.0,1.04,1.0,3.0,1.32,1.0,3.549999999999997,1.36,13.0,31.19999999999999,14.84,4500.0,4500.0,4500,0.0,1.0,0.12,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,580.0,660.0,584.4,15000.0,15000.0,15000,5080.0,5630.0,4992,10.0,20.0,9.4,75.0,75.0,75,4950.0,4950.0,4950,,,,1.0,1.0,0.6,,,,100.0,200.0,97,200.0,200.0,176,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.16,0.5,2.0,0.66,0.0,1.0,0.18,0.0,1.0,0.2,0.0,0.0,0.02,10.0,55.49999999999997,17.2,,,,,,,20.0,60.99999999999994,18,,,,,,,4950.0,4950.0,4950,,,,,,
34,0.0,0.0,0,0.0,1.0,0.4,,,,,,,0.0,2.0,0.52,2.0,4.0,1.98,1.0,3.0,0.98,1.0,3.0,1.4,1.0,2.0,0.68,1.0,3.0,1.36,2.0,3.0,1.68,14.0,25.549999999999997,15,1500.0,1500.0,1500,0.0,1.0,0.12,40.0,40.0,35.2,0.0,0.0,0,24.0,24.0,24,630.0,700.0,639.6,15000.0,15000.0,15000,5090.0,5645.0,4985,10.0,15.0,7.7,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.56,,,,50.0,200.0,83,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,1.0,0.14,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.0,0.02,10.0,25.0,6.7,,,,0.0,50.0,20,0.0,20.0,8.4,,,,,,,4950.0,4950.0,4950,3.0,3.0,3,,,
35,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.5499999999999972,0.44,2.5,4.0,2.3,1.0,3.0,1.08,1.0,3.0,1.28,1.0,2.0,0.7,1.0,3.0,1.32,1.0,3.549999999999997,1.52,18.0,32.099999999999994,20.18,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,670.0,750.0,667.6,15000.0,15000.0,15000,5650.0,6259.999999999999,5549,10.0,57.749999999999986,14.5,0.0,0.0,0,4950.0,4950.0,4950,,,,1.0,1.0,0.56,,,,100.0,200.0,89,350.0,350.0,315,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.1,0.0,1.5499999999999972,0.52,0.0,1.0,0.12,0.0,1.0,0.28,0.0,0.0,0.04,20.0,70.0,23,,,,50.0,50.0,28,70.0,70.0,61.2,250.0,250.0,250,50.0,50.0,45,4950.0,4950.0,4950,4.0,4.0,4,,,
36,0.0,0.0,0,0.0,1.5499999999999972,0.38,,,,,,,0.0,1.5499999999999972,0.36,2.0,5.0,2.2,1.0,3.0,1.12,1.0,3.0,1.14,1.0,2.0,0.82,2.0,3.0,1.5,1.5,4.0,1.48,14.0,25.64999999999999,15.16,0.0,0.0,0,0.0,0.5499999999999972,0.06,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,670.0,750.0,669.6,15000.0,15000.0,15000,5735.0,6370.0,5650,10.0,20.0,11.1,25.0,25.0,25,4950.0,4950.0,4950,,,,1.0,1.0,0.64,,,,100.0,200.0,97,100.0,100.0,94,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.1,1.0,2.0,0.62,0.0,1.0,0.1,0.0,1.0,0.22,0.0,0.0,0.04,20.0,60.0,21.8,,,,0.0,0.0,2,20.0,70.0,25.2,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
37,0.0,0.0,0,0.0,2.0,0.52,,,,,,,0.0,2.0,0.5,2.0,4.549999999999997,2.32,1.0,2.0,1,1.0,2.549999999999997,1.12,0.0,2.0,0.66,1.0,3.0,1.48,1.0,3.549999999999997,1.4,15.0,28.549999999999997,15.22,0.0,0.0,0,0.0,1.0,0.12,20.0,20.0,17.6,0.0,0.0,0,24.0,24.0,24,690.0,770.0,687.2,15000.0,15000.0,15000,5720.0,6357.5,5643,7.5,15.0,7.4,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.6,,,,100.0,150.0,83,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,1.0,0.1,0.0,1.0,0.28,0.0,1.0,0.14,0.0,1.0,0.26,,,,10.0,60.0,11.7,,,,,,,20.0,60.99999999999994,15.4,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
38,0.0,0.0,0,0.0,1.5499999999999972,0.46,,,,,,,0.0,1.5499999999999972,0.38,2.0,4.0,2.24,1.0,2.0,0.78,1.0,3.0,1.22,0.0,2.0,0.64,1.0,4.0,1.74,2.0,3.0,1.54,13.0,27.549999999999997,14.76,0.0,0.0,0,0.0,1.0,0.12,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,690.0,770.0,687.2,15000.0,15000.0,15000,5855.0,6444.999999999999,5756,10.0,17.749999999999986,8.9,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.64,,,,50.0,150.0,71,150.0,150.0,132,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.08,1.0,2.0,0.72,0.0,1.0,0.12,0.0,1.0,0.16,0.0,1.0,0.08,20.0,60.0,21.5,,,,,,,20.0,70.0,20,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
39,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.5499999999999972,0.32,2.0,5.0,2.46,1.0,3.0,0.96,1.0,3.0,1.16,1.0,2.0,0.84,1.0,3.549999999999997,1.42,1.0,3.0,1.34,13.0,29.099999999999994,14.96,0.0,0.0,0,0.0,1.0,0.22,30.0,30.0,23.4,0.0,0.0,0,24.0,24.0,24,715.0,775.5,710.6,15000.0,15000.0,15000,5790.0,6500.0,5756,10.0,20.0,9.6,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.6,,,,100.0,200.0,90,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.2,0.0,1.0,0.5,0.0,1.0,0.14,0.0,1.0,0.24,0.0,0.0,0.02,20.0,70.0,22.9,,,,,,,20.0,70.0,22.2,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
40,0.0,0.0,0,0.0,1.5499999999999972,0.3,,,,,,,0.0,2.0,0.54,2.0,4.0,1.92,1.0,3.0,1.2,1.0,3.0,1.24,1.0,2.0,0.86,1.0,3.0,1.38,1.0,3.0,1.56,14.0,27.0,14.86,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,715.0,775.5,710.6,15000.0,15000.0,15000,6000.0,6605.0,5809,10.0,20.0,9.4,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.66,,,,100.0,227.49999999999986,103,200.0,200.0,180,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24.08,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.0,0.02,0.0,1.0,0.28,0.0,0.0,0.04,10.0,60.0,12.2,,,,,,,0.0,50.0,12.4,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,0.0,0.0,140
41,0.0,0.0,0,0.0,2.0,0.58,,,,,,,0.0,1.0,0.42,2.0,4.0,2.02,1.0,3.0,0.9,1.0,3.0,1.54,1.0,2.0,0.66,2.0,3.0,1.5,1.0,3.0,1.38,14.5,25.549999999999997,15.82,0.0,0.0,0,0.0,1.0,0.08,40.0,40.0,36.8,0.0,0.0,0,24.0,24.0,24.08,750.0,815.5,747.4,15000.0,15000.0,14739,5985.0,6615.0,5797,10.0,22.749999999999986,9,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.6,,,,50.0,177.49999999999986,78,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,24.0,24.0,24.08,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.1,1.0,1.5499999999999972,0.64,0.0,1.0,0.12,0.0,1.0,0.28,,,,10.0,60.0,20,,,,,,,20.0,70.0,20.4,,,,,,,4950.0,4950.0,4851,4.0,4.0,4,,,
42,0.0,0.0,0,0.0,1.5499999999999972,0.34,,,,,,,0.0,1.0,0.4,2.0,4.0,2,1.0,3.0,1.04,1.0,3.0,0.96,1.0,2.0,0.7,2.0,3.549999999999997,1.72,1.5,4.0,1.82,18.0,31.0,20.1,0.0,0.0,0,0.0,1.0,0.08,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24.08,750.0,815.5,747.4,15000.0,15000.0,14838,6245.0,6847.5,5837,10.0,52.749999999999986,15.8,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.52,,,,75.0,200.0,87,350.0,350.0,322,,,,10.0,10.0,10,100.0,100.0,99,24.0,26.19999999999999,24.24,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,2.0,2.0,2,0.0,1.0,0.12,1.0,2.0,0.64,0.0,1.0,0.14,0.0,1.0,0.3,0.0,0.0,0.04,20.0,78.24999999999996,26.2,,,,,,,70.0,70.0,65.4,,,,50.0,50.0,46,4950.0,4950.0,4851,4.0,4.0,4,0.0,0.0,280
43,0.0,0.0,0,0.0,1.0,0.38,,,,,,,0.0,1.0,0.3,2.0,4.0,2,1.0,2.0,1.04,1.0,3.0,1.34,1.0,2.0,0.86,1.0,3.0,1.46,2.0,4.0,1.62,12.0,24.549999999999997,13.02,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,24.0,26.19999999999999,24.24,750.0,815.5,747.4,15000.0,15000.0,14415,6255.0,6907.5,5792,10.0,22.749999999999986,9.9,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,720,1.0,1.0,0.72,,,,100.0,150.0,95,100.0,100.0,90,,,,10.0,10.0,10,100.0,100.0,100,24.0,28.0,24.32,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,,,,0.0,1.0,0.26,0.0,1.0,0.14,0.0,1.0,0.12,0.0,0.0,0.02,10.0,60.0,15.3,,,,,,,20.0,70.0,21.2,,,,,,,4950.0,4950.0,4653,4.0,4.0,4,0.0,0.0,140
44,0.0,0.0,0,0.0,1.0,0.3,,,,,,,0.0,1.5499999999999972,0.54,1.0,3.549999999999997,1.54,1.0,3.0,1.06,1.0,2.549999999999997,1.26,1.0,2.0,0.82,2.0,3.0,1.84,1.5,3.0,1.6,16.0,30.0,16.6,0.0,0.0,0,0.0,1.0,0.18,20.0,20.0,16.4,0.0,0.0,0,24.0,28.0,24.32,770.0,830.0,763.8,15000.0,15000.0,14415,6265.0,6990.0,5798,10.0,20.0,9.5,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.54,,,,100.0,200.0,94,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,98,24.0,28.0,24.32,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.96,2.0,2.0,2,0.0,1.0,0.08,1.0,1.0,0.56,0.0,1.0,0.08,0.0,1.0,0.28,0.0,1.0,0.1,20.0,48.74999999999993,20.2,,,,,,,20.0,50.0,20.6,,,,,,,4950.0,4950.0,4590,4.0,4.0,4,,,
45,0.0,0.0,0,0.0,1.0,0.38,,,,,,,0.0,1.5499999999999972,0.36,2.0,4.0,1.96,1.0,2.0,1.04,1.0,3.0,1.18,1.0,2.549999999999997,0.84,1.0,4.0,1.6,1.0,4.0,1.64,14.0,26.549999999999997,15.32,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,24.0,28.0,24.32,770.0,830.0,763.8,15000.0,15000.0,14712,6350.0,6900.0,5377,5.0,22.749999999999986,8.6,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.6,,,,100.0,200.0,94,150.0,150.0,135,,,,10.0,10.0,10,100.0,100.0,100,24.0,28.0,24.64,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.14,1.0,2.0,0.62,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.0,0.02,10.0,70.0,22.5,,,,,,,20.0,70.0,23.4,,,,,,,4950.0,4950.0,4653,4.0,4.0,4,0.0,7000.0,560
46,0.0,0.0,0,0.0,1.5499999999999972,0.32,,,,,,,0.0,1.0,0.34,2.0,5.0,2.14,1.0,3.0,0.9,1.0,3.0,1.38,1.0,2.0,0.7,1.0,3.549999999999997,1.38,2.0,3.549999999999997,1.82,13.0,23.0,13.08,0.0,0.0,0,0.0,1.0,0.1,30.0,30.0,27,0.0,0.0,0,24.0,28.0,24.64,825.0,900.9999999999999,831.8,15000.0,15000.0,13893,6310.0,6937.5,5228,10.0,15.0,8.7,50.0,50.0,50,4950.0,4950.0,4950,0.0,18000.0,1440,1.0,1.0,0.6,,,,50.0,200.0,80,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,99,24.0,28.0,24.72,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,1.0,1.0,1,,,,0.0,1.0,0.24,0.0,1.0,0.14,0.0,1.0,0.22,0.0,0.0,0.04,10.0,25.0,9.5,0.0,0.0,2,50.0,50.0,39,0.0,20.0,9.4,,,,,,,4950.0,4950.0,4329,4.0,4.0,4,0.0,0.0,140
47,0.0,0.0,0,0.0,1.0,0.3,,,,,,,0.0,1.0,0.3,2.0,4.0,2.18,1.0,3.0,1.08,1.0,3.0,1.26,1.0,2.549999999999997,0.84,1.5,4.0,1.64,1.0,3.549999999999997,1.4,13.0,26.0,15.08,0.0,0.0,0,0.0,0.5499999999999972,0.06,0.0,0.0,0,0.0,0.0,0,24.0,28.0,24.72,845.0,900.9999999999999,840.8,15000.0,15000.0,14091,6170.0,6897.5,4442,10.0,20.0,10.2,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.52,,,,100.0,200.0,96,200.0,200.0,188,,,,10.0,10.0,10,100.0,100.0,100,24.0,28.0,25.28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.5499999999999972,0.06,1.0,1.0,0.62,0.0,1.0,0.08,0.0,1.0,0.32,0.0,1.0,0.08,20.0,70.0,25.3,,,,0.0,50.0,9,20.0,70.0,23.8,,,,,,,4950.0,4950.0,4392,4.0,4.0,4,0.0,7000.0,980
48,0.0,0.0,0,0.0,2.0,0.42,,,,,,,0.0,1.5499999999999972,0.52,2.0,4.0,2.06,1.0,2.0,0.98,1.0,2.549999999999997,0.96,1.0,2.549999999999997,0.78,1.0,3.549999999999997,1.58,1.5,3.549999999999997,1.58,16.0,27.099999999999994,16.26,0.0,0.0,0,0.0,1.0,0.08,40.0,40.0,36.8,0.0,0.0,0,24.0,28.0,25.28,885.0,950.0,880.6,15000.0,15000.0,12759,6205.0,6880.0,4446,10.0,22.749999999999986,10,50.0,50.0,50,4950.0,4950.0,4950,0.0,18000.0,2520,1.0,1.0,0.54,,,,100.0,200.0,88,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,94,24.0,28.0,25.28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.88,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.88,2.0,2.0,2,0.0,1.0,0.08,1.0,2.0,0.7,0.0,1.0,0.12,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,20.0,48.74999999999993,19.4,0.0,0.0,1,0.0,0.0,2,20.0,50.0,19.6,,,,,,,4950.0,4950.0,3762,4.0,4.0,4,,,
49,0.0,0.0,0,0.0,2.0,0.52,,,,,,,0.0,1.0,0.32,2.0,4.0,1.9,1.0,2.549999999999997,0.88,1.0,3.0,1.28,1.0,2.0,0.7,2.0,3.0,1.74,1.5,4.0,1.66,17.0,25.549999999999997,17.56,0.0,0.0,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,24.0,28.0,25.28,885.0,950.0,880.6,15000.0,15000.0,13803,940.0,6940.0,3378,5.0,15.0,8,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.64,,,,75.0,200.0,79,350.0,350.0,343,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,26.08,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,1.0,0.16,0.0,1.0,0.46,0.0,0.0,0.04,0.0,1.0,0.24,0.0,1.0,0.08,0.0,25.0,6,,,,,,,50.0,70.0,57,,,,50.0,50.0,49,4950.0,4950.0,3906,4.0,4.0,4,0.0,7000.0,1400
50,0.0,0.0,0,0.0,2.0,0.44,,,,,,,0.0,1.0,0.24,2.0,4.0,2.08,1.0,3.0,1.08,1.0,3.0,1.1,0.0,2.0,0.58,2.0,4.0,1.86,1.0,4.0,1.62,13.0,22.549999999999997,14.32,0.0,0.0,0,0.0,1.0,0.08,0.0,0.0,0,0.0,0.0,0,28.0,28.0,26.08,885.0,950.0,880.6,15000.0,15000.0,11949,700.0,6850.0,2763,7.5,25.0,9.3,50.0,50.0,50,4950.0,4950.0,4950,0.0,18000.0,3600,1.0,1.0,0.68,,,,75.0,200.0,83,100.0,100.0,92,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,26.48,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,0.0,1.5499999999999972,0.54,0.0,0.5499999999999972,0.06,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,20.0,70.0,22.3,,,,,,,20.0,70.0,21,,,,,,,4950.0,4950.0,3204,4.0,4.0,4,0.0,7000.0,700
51,0.0,0.0,0,0.0,1.0,0.46,,,,,,,0.0,2.0,0.6,2.0,4.549999999999997,2,1.0,2.549999999999997,1.08,1.0,3.0,1.22,1.0,2.549999999999997,1.06,1.0,3.0,1.22,1.0,3.549999999999997,1.18,15.5,29.549999999999997,16.32,0.0,0.0,0,0.0,1.0,0.18,20.0,20.0,16.4,0.0,0.0,0,28.0,28.0,26.48,900.0,970.0,898,15000.0,15000.0,12075,710.0,6810.0,2649,10.0,20.0,8.9,50.0,50.0,50,4950.0,4950.0,4950,0.0,18000.0,1800,0.0,1.0,0.44,,,,100.0,200.0,107,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,91,28.0,28.0,26.56,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.82,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.82,2.0,2.0,2,0.0,0.5499999999999972,0.06,1.0,2.0,0.78,0.0,1.0,0.12,0.0,1.0,0.32,0.0,1.0,0.12,10.0,70.0,17.4,0.0,0.0,1,,,,20.0,70.0,17.8,,,,,,,4950.0,4950.0,3024,4.0,4.0,4,0.0,0.0,140
