day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_in_step_chest_p50,gold_in_step_chest_p95,gold_in_step_chest_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,step_chests_opened_p50,step_chests_opened_p95,step_chests_opened_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,gold_in_adoption_p50,gold_in_adoption_p95,gold_in_adoption_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,bond_points_gain_p50,bond_points_gain_p95,bond_points_gain_mean
30,0.0,0.0,0,0.0,2.0,0.42,,,,,,,0.0,2.0,0.38,2.0,4.549999999999997,2.16,1.0,2.549999999999997,0.94,1.0,3.0,1.24,1.0,2.0,0.78,1.0,3.0,1.34,2.0,3.0,1.74,17.0,32.55,18.2,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1230.0,1230.0,1221,1920.0,1920.0,1920,2735.0,3310.0,2741,15.0,40.0,15.4,0.0,0.0,0,6550.0,6550.0,6550,5000.0,5000.0,5000,1.0,1.0,0.66,,,,100.0,150.0,86,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,80.0,33.2,50.0,70.0,57,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.1,1.0,2.0,1.04,0.0,1.0,0.08,0.0,1.0,0.24,0.0,0.0,0.02,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
31,0.0,0.0,0,0.0,2.0,0.46,,,,,,,0.0,2.0,0.48,2.0,4.0,2.26,1.0,3.0,1.04,1.0,3.0,1.22,1.0,2.549999999999997,0.94,1.0,3.0,1.46,1.0,3.0,1.14,16.0,33.55,17.6,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1250.0,1250.0,1242,3470.0,3470.0,3470,3040.0,3645.0,3070,10.0,25.0,12.9,40.0,40.0,40,6550.0,6550.0,6550,5000.0,5000.0,5000,1.0,1.0,0.66,,,,100.0,200.0,99,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,10.0,55.49999999999997,15.9,20.0,70.0,38.4,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.18,1.0,2.0,0.74,0.0,0.0,0.04,0.0,1.0,0.28,0.0,0.0,0.02,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
32,0.0,0.0,0,0.0,2.0,0.4,,,,,,,0.0,2.549999999999997,0.58,2.0,4.0,1.7,1.0,3.0,1.24,1.0,3.0,1.34,1.0,2.0,0.7,1.0,3.0,1.42,1.5,3.549999999999997,1.62,19.0,37.19999999999999,19.6,0.0,0.0,0,0.0,0.0,1,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1300.0,1300.0,1293,5020.0,5020.0,5020,3220.0,3797.5,3247,15.0,47.749999999999986,18.3,80.0,80.0,80,6550.0,6550.0,6550,5000.0,5000.0,5000,1.0,1.0,0.66,,,,100.0,200.0,97,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,30.0,90.49999999999997,38.8,50.0,70.0,53.4,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.1,1.0,2.0,0.92,0.0,0.0,0.04,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
33,0.0,0.0,0,0.0,1.5499999999999972,0.46,,,,,,,0.0,2.0,0.38,2.0,4.0,2.02,1.0,2.0,1.08,1.0,3.0,1.06,1.0,2.0,1.02,1.0,3.0,1.38,2.0,3.0,1.6,17.0,28.099999999999994,17.68,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1320.0,1320.0,1313,1070.0,1070.0,1070,3650.0,4250.0,3682,10.0,55.49999999999997,16,120.0,120.0,120,6550.0,6550.0,6550,10500.0,10500.0,10500,1.0,1.0,0.7,,,,100.0,200.0,105,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,30.0,80.49999999999997,32.5,50.0,70.0,54.8,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.14,1.0,2.0,0.84,0.0,0.5499999999999972,0.06,0.0,1.0,0.2,0.0,0.0,0.04,,,,,,,,,,2.0,2.0,2,100.0,100.0,100,,,,5.0,5.0,5
34,0.0,0.0,0,0.0,2.0,0.56,,,,,,,0.0,1.5499999999999972,0.5,2.0,4.0,2.16,1.0,2.549999999999997,0.94,1.0,2.549999999999997,0.96,0.5,3.0,0.78,1.0,3.0,1.5,1.5,3.0,1.6,18.5,28.549999999999997,18.62,0.0,0.0,0,0.0,0.0,1,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1380.0,1430.0,1386,2370.0,2370.0,2370,3855.0,4407.5,3848,10.0,35.99999999999994,13.4,160.0,160.0,160,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.58,,,,100.0,150.0,86,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,60.0,21.2,50.0,70.0,43.8,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.1,0.0,2.0,0.58,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,0.0,0.0,0.04,0.0,50.0,12,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
35,0.0,0.0,0,0.0,1.0,0.44,,,,,,,0.0,1.0,0.48,2.0,4.0,1.92,1.0,3.0,1.08,1.0,3.0,1.18,1.0,3.0,1.1,1.0,4.0,1.38,1.0,3.0,1.42,22.0,30.0,21.22,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1450.0,1450.0,1441,3670.0,3670.0,3670,4760.0,5410.0,4787,35.0,67.74999999999999,33.7,0.0,0.0,0,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.6,,,,100.0,200.0,109,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,22.5,70.99999999999994,30.7,70.0,150.0,80.4,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.22,1.0,2.0,0.82,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.0,0.02,50.0,50.0,35,400.0,400.0,400,50.0,50.0,50,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
36,0.0,0.0,0,0.0,2.0,0.42,,,,,,,0.0,2.0,0.52,2.0,4.0,1.94,1.0,3.0,1.06,1.0,3.0,1.26,1.0,2.0,0.74,1.0,3.549999999999997,1.36,2.0,4.0,1.7,19.0,35.749999999999986,21.24,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1470.0,1470.0,1464,4970.0,4970.0,4970,4990.0,5640.0,5057,15.0,52.749999999999986,22.9,40.0,40.0,40,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.56,,,,100.0,150.0,90,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,35.0,114.2499999999999,44.8,70.0,177.49999999999986,75.6,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.5499999999999972,0.06,1.0,2.0,0.84,0.0,0.5499999999999972,0.06,0.0,1.0,0.34,0.0,0.0,0.04,0.0,27.499999999999858,3,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
37,0.0,0.0,0,1.0,2.0,0.7,,,,,,,0.0,1.0,0.34,2.0,4.549999999999997,1.98,1.0,2.0,0.9,1.0,3.0,1.2,1.0,3.0999999999999943,0.96,1.5,3.0,1.42,2.0,3.0,1.5,17.0,28.0,17.36,0.0,0.0,0,0.0,0.0,1,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1510.0,1510.0,1505,1020.0,1020.0,1020,5245.0,5897.5,5280,15.0,40.49999999999997,15.4,80.0,80.0,80,6550.0,6550.0,6550,10500.0,10500.0,10500,1.0,1.0,0.54,,,,100.0,200.0,93,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,70.0,23.3,50.0,70.0,50.8,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,0.0,2.0,0.62,0.0,1.0,0.24,0.0,1.0,0.22,,,,,,,,,,,,,2.0,2.0,2,100.0,100.0,100,,,,5.0,5.0,5
38,0.0,0.0,0,0.0,2.0999999999999943,0.52,,,,,,,0.0,2.0,0.38,2.0,4.0,2.28,1.0,2.0,1.04,1.0,3.0,1.14,1.0,2.0,0.76,1.0,3.0,1.54,1.0,4.0,1.34,17.0,31.549999999999997,18.32,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1530.0,1530.0,1525,2320.0,2320.0,2320,5525.0,6200.0,5600,15.0,35.0,16.4,80.0,80.0,80,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.58,,,,100.0,200.0,90,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,30.0,80.0,34.2,50.0,70.0,53.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.16,1.0,2.0,0.88,0.0,1.0,0.08,0.0,1.0,0.26,0.0,1.0,0.08,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
39,0.0,0.0,0,0.0,1.5499999999999972,0.38,,,,,,,0.0,2.0,0.46,2.0,4.0,1.86,1.0,2.549999999999997,1.12,1.0,3.0,1.38,1.0,2.0,0.66,1.5,3.0,1.62,1.0,3.0,1.52,18.0,30.64999999999999,19.32,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1580.0,1580.0,1575,3620.0,3620.0,3620,5730.0,6380.0,5769,12.5,40.0,15.3,80.0,80.0,80,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.6,,,,100.0,177.49999999999986,89,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,22.5,82.74999999999999,36.9,50.0,113.99999999999977,58,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.1,1.0,2.0,0.76,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
40,0.0,0.0,0,0.0,1.5499999999999972,0.4,,,,,,,0.0,1.0,0.38,2.0,4.0,2.12,1.0,3.0,1.02,1.0,3.0,1.06,1.0,3.0,0.9,1.0,3.549999999999997,1.4,2.0,4.0,1.72,17.0,25.549999999999997,16.82,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1600.0,1600.0,1596,4920.0,4920.0,4920,6110.0,6837.5,6145,12.5,40.0,14.7,80.0,80.0,80,6550.0,6550.0,6550,5250.0,5250.0,5250,1.0,1.0,0.74,,,,100.0,200.0,96,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,78.24999999999996,27.2,50.0,70.0,47.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,,,,1.0,2.0,0.6,0.0,1.0,0.12,0.0,1.0,0.12,0.0,0.0,0.02,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
41,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.5499999999999972,0.42,2.0,4.0,2.18,1.0,2.0,0.92,1.0,2.0,0.9,1.0,2.0,0.94,1.5,3.0,1.42,2.0,3.0,1.72,18.0,29.549999999999997,18.8,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1660.0,1660.0,1656,470.0,470.0,470,6365.0,6990.0,6368,10.0,30.0,13.3,80.0,80.0,80,6550.0,6550.0,6550,11000.0,11000.0,11000,1.0,1.0,0.54,,,,100.0,177.49999999999986,93,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,72.74999999999999,28.4,50.0,70.0,49.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.1,1.0,2.549999999999997,1,0.0,1.0,0.08,0.0,1.0,0.38,,,,,,,,,,,,,2.0,2.0,2,100.0,100.0,100,,,,5.0,5.0,5
42,0.0,0.0,0,0.0,2.0,0.46,,,,,,,0.0,2.0,0.46,2.0,4.0,1.88,1.0,3.0,1.12,1.0,3.0,1.18,1.0,2.0,0.74,2.0,4.0,1.8,1.0,3.549999999999997,1.36,20.0,33.099999999999994,21.46,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1680.0,1680.0,1677,1520.0,1520.0,1520,6920.0,7470.0,6891,30.0,62.749999999999986,31.7,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.62,,,,100.0,150.0,93,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,27.5,80.0,32.8,70.0,170.0,84.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.1,1.0,2.0,0.8,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.02,,,,,,,50.0,50.0,50,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
43,0.0,0.0,0,0.0,1.5499999999999972,0.38,,,,,,,0.0,2.0,0.58,2.0,4.549999999999997,2.02,1.0,3.0,1.2,1.0,3.0,1.14,1.0,2.0,0.8,1.0,3.0,1.32,1.0,3.0,1.56,18.5,33.55,19.96,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1700.0,1700.0,1697,2570.0,2570.0,2570,7175.0,7750.0,7171,15.0,35.0,14.9,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.64,,,,100.0,200.0,100,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,70.0,22.8,70.0,70.0,59.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,1.0,2.0,0.78,0.0,1.0,0.08,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
44,0.0,0.0,0,0.0,2.0,0.38,,,,,,,0.0,2.0,0.42,2.0,5.0,2.12,1.0,2.0,0.78,1.0,3.0,1.16,1.0,2.0,0.72,2.0,3.549999999999997,1.76,1.0,4.0,1.66,17.0,31.099999999999994,18.98,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1740.0,1740.0,1737,3620.0,3620.0,3620,7355.0,7880.0,7326,15.0,50.49999999999997,17.2,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.64,,,,75.0,150.0,75,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,30.0,80.0,39.5,50.0,70.0,57.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.12,0.0,2.0,0.56,0.0,0.5499999999999972,0.06,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
45,0.0,0.0,0,0.0,2.0,0.48,,,,,,,0.0,2.0,0.44,2.0,4.0,2.08,1.0,3.0,1.34,1.0,2.549999999999997,1.12,1.0,2.0,0.64,1.0,3.0,1.4,1.0,3.549999999999997,1.5,16.0,30.64999999999999,18.06,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1760.0,1760.0,1757,4670.0,4670.0,4670,7660.0,8210.0,7655,15.0,40.49999999999997,15.7,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.58,,,,100.0,200.0,99,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,80.0,28.3,50.0,70.0,49.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.04,1.0,2.549999999999997,1.08,0.0,1.0,0.14,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
46,0.0,0.0,0,0.5,2.0,0.62,,,,,,,0.0,2.0,0.5,2.0,4.0,2.2,1.0,2.549999999999997,0.98,1.0,3.0,1.12,0.0,2.0,0.64,1.0,3.0,1.32,2.0,4.0,1.62,17.0,31.549999999999997,18.16,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1860.0,1860.0,1833,220.0,220.0,220,7840.0,8440.0,7866,10.0,27.749999999999986,11.8,80.0,80.0,80,6550.0,6550.0,6550,11000.0,11000.0,11000,1.0,1.0,0.62,,,,75.0,200.0,81,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,48.74999999999993,19.5,50.0,70.0,43.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.5499999999999972,0.06,0.0,2.0,0.56,0.0,0.0,0.04,0.0,1.0,0.24,0.0,1.0,0.1,50.0,50.0,26,,,,,,,2.0,2.0,2,100.0,100.0,100,,,,5.0,5.0,5
47,0.0,0.0,0,0.5,1.0,0.52,,,,,,,0.0,1.5499999999999972,0.42,2.0,4.0,2.14,1.0,3.0,1.02,1.0,3.0,1.06,1.0,2.549999999999997,0.78,1.0,3.0,1.34,1.5,3.549999999999997,1.72,17.5,31.549999999999997,18.44,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1880.0,1880.0,1876,1270.0,1270.0,1270,8245.0,8847.5,8236,15.0,47.749999999999986,17,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.52,,,,100.0,200.0,90,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,30.0,95.0,35.2,50.0,70.0,50,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.5499999999999972,0.06,1.0,2.0,1,0.0,1.0,0.16,0.0,1.0,0.32,,,,0.0,50.0,23,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
48,0.0,0.0,0,0.0,1.0,0.4,,,,,,,0.0,2.0,0.64,2.0,4.549999999999997,1.92,1.0,3.0,0.86,1.0,3.0,1.02,0.5,2.0,0.7,2.0,3.0,1.84,1.5,3.0,1.62,18.5,31.19999999999999,20.56,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1940.0,1940.0,1937,2320.0,2320.0,2320,8375.0,9027.5,8394,5.0,37.749999999999986,10.9,80.0,80.0,80,6550.0,6550.0,6550,5500.0,5500.0,5500,1.0,1.0,0.64,,,,50.0,200.0,78,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,70.0,28.9,50.0,70.0,55,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,1.0,0.12,1.0,3.0,1.02,0.0,0.5499999999999972,0.06,0.0,1.0,0.26,0.0,0.0,0.04,0.0,0.0,1,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
