day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
21,3.0,3.0,3,0.0,2.0,0.52,0.0,1.0,0.3,3.0,6.0,2.98,1.0,3.0,1.32,1.0,3.0,1.36,1.0,3.0,1.32,2.0,4.0,2.06,2.0,4.549999999999997,2.14,16.0,27.549999999999997,17.34,5000.0,7500.0,5600,0.0,1.0,0.1,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.92,460.0,520.0,453.8,1100.0,1100.0,1055,1900.0,2755.0,1819,12.0,18.0,11.62,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,2337.4999999999877,255,1.0,1.0,0.6,,,,300.0,500.0,264,350.0,350.0,315,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,50.0,45.4,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,2,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.04,,,,50.0,50.0,45,12000.0,12000.0,11820,1500.0,1500.0,1440,0.0,3.0,1.38,0.0,1.0,0.22,0.0,1.0,0.46,0.0,1.0,0.28,0.0,0.0,100,,,,,,
22,3.0,3.0,3,1.0,2.0,0.76,1.0,2.0,0.68,3.0,5.0,2.86,1.0,3.0,1.38,1.0,3.0,1.3,1.0,2.0,0.86,2.0,4.0,2.06,2.0,5.0,2.1,15.5,28.19999999999999,15.94,6000.0,7500.0,5980,0.0,1.0,0.14,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.98,460.0,520.0,453.8,1300.0,1300.0,1270,2100.0,3055.0,2029,12.0,18.0,11.9,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,255,1.0,1.0,0.58,,,,200.0,400.0,224,100.0,100.0,86,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.8,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11760,1500.0,1500.0,1470,0.0,3.0,1.08,0.0,1.0,0.34,0.0,1.0,0.36,0.0,1.0,0.28,,,,,,,,,
23,3.0,3.0,3,0.0,1.0,0.44,0.0,2.0,0.5,3.0,5.0,2.92,1.0,3.0,1.44,1.5,4.0,1.64,1.0,2.549999999999997,0.9,2.0,4.0,1.84,2.0,5.0,2.32,13.5,26.0,14.82,6000.0,7500.0,5950,0.0,1.0,0.18,,,,20.0,20.0,16.4,0.0,0.0,0,28.0,28.0,28,470.0,540.0,470.2,0.0,1450.0,485,2200.0,3200.0,2163,12.0,18.0,11.9,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,85,1.0,1.0,0.58,,,,200.0,454.9999999999997,234,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,10.999999999999943,1.2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.14,0.0,1.0,0.26,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11940,3000.0,3000.0,2460,0.0,3.0,1.2,1.0,2.0,0.6,0.0,1.0,0.4,1.0,2.0,0.64,,,,,,,,,
24,3.0,3.0,3,0.0,1.5499999999999972,0.54,0.0,2.0,0.58,3.0,5.549999999999997,2.9,1.0,4.0,1.32,1.0,3.0,1.5,0.0,3.0,0.82,2.0,4.549999999999997,2.44,2.0,4.0,1.9,13.5,26.0,15.16,6000.0,6000.0,5870,0.0,1.0,0.14,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,470.0,540.0,470.2,200.0,200.0,132,2425.0,3527.5,2406,15.0,18.0,12.02,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.74,,,,200.0,500.0,214,150.0,150.0,129,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,10.999999999999943,1.2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,150.0,43,0.0,1.0,0.08,0.0,1.0,0.18,,,,,,,,,,12000.0,12000.0,12000,1500.0,3000.0,2010,0.0,4.6499999999999915,1.32,1.0,1.5499999999999972,0.58,0.0,1.5499999999999972,0.44,0.0,1.0,0.32,,,,,,,,,
25,3.0,3.0,3,0.0,1.0,0.46,1.0,2.0,0.62,3.0,5.0,2.52,1.0,4.0,1.54,2.0,3.0,1.58,1.0,2.549999999999997,0.84,2.0,4.549999999999997,2.18,2.0,4.549999999999997,2.26,16.5,29.19999999999999,16.32,5000.0,6000.0,5470,0.0,0.5499999999999972,0.06,,,,30.0,30.0,28.2,0.0,0.0,0,28.0,28.0,28,500.0,570.0,498.4,400.0,400.0,332,2575.0,3650.0,2544,12.0,18.0,10.24,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.52,,,,200.0,454.9999999999997,238,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2.8,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.12,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1500,0.0,3.0,1.02,0.0,1.0,0.34,0.0,1.0,0.34,0.0,1.0,0.32,,,,,,,,,
26,3.0,3.0,3,0.0,2.0,0.6,0.0,2.0,0.62,3.0,4.549999999999997,2.64,1.0,3.0,1.28,2.0,3.0,1.86,1.0,3.0,1.08,2.0,4.549999999999997,1.84,2.0,4.0,2.08,14.5,26.0,15.8,5000.0,5549.999999999996,5120,0.0,0.5499999999999972,0.06,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,540.0,620.0,541.4,600.0,600.0,532,2925.0,3877.5,2868,9.0,18.0,9.38,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,0.5,1.0,0.5,,,,200.0,400.0,236,200.0,200.0,188,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,43,,,,0.0,1.0,0.14,0.0,1.0,0.26,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1500,0.0,3.0,1.14,0.0,1.0,0.3,0.0,1.0,0.38,0.0,1.0,0.32,,,,,,,,,
27,3.0,3.0,3,0.0,2.0,0.6,0.0,2.0,0.56,3.0,5.0,2.82,1.5,3.0,1.5,1.5,4.0,1.5,1.0,2.549999999999997,1.08,2.0,4.0,2.08,2.0,4.0,1.86,16.0,23.549999999999997,15.6,5000.0,6824.999999999996,5350,0.0,1.0,0.18,,,,40.0,40.0,32.8,0.0,0.0,0,28.0,28.0,28,575.0,660.0,581.2,800.0,800.0,732,3050.0,3977.5,3026,9.0,18.0,8.76,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,0.0,1.0,0.48,,,,300.0,500.0,258,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,7,,,,0.0,1.0,0.1,0.0,1.0,0.36,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1500,0.0,3.0,1.38,0.0,1.0,0.24,0.0,1.0,0.46,0.0,1.0,0.3,,,,,,,,,
28,3.0,3.0,3,0.5,2.0,0.72,0.0,2.0,0.52,3.0,5.0,2.7,1.0,3.0,1.34,2.0,4.0,1.68,1.0,3.0,1.28,2.0,4.0,1.82,2.0,4.0,1.94,18.5,31.0,19.22,5500.0,7500.0,5680,0.0,0.0,0.04,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.98,575.0,660.0,581.2,1000.0,1000.0,932,3575.0,4677.5,3524,7.0,18.0,7.96,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.62,,,,300.0,454.9999999999997,262,350.0,350.0,336,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,70.0,50,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.16,0.0,1.0,0.22,,,,,,,50.0,50.0,48,12000.0,12000.0,12000,1500.0,1500.0,1500,0.0,3.0,0.9,0.0,1.0,0.26,0.0,1.0,0.3,0.0,1.0,0.44,,,,0.0,0.0,0.02,0.0,0.0,0.3
29,3.0,3.0,3,0.0,1.0,0.4,0.0,2.0,0.44,3.0,5.549999999999997,2.88,1.0,3.0,1.24,1.0,4.0,1.52,1.0,3.0,1.22,2.0,3.549999999999997,1.78,3.0,4.549999999999997,2.52,11.5,26.099999999999994,13.86,6000.0,7500.0,5940,0.0,1.0,0.14,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.88,575.0,660.0,581.2,1200.0,1200.0,1137,3675.0,4827.5,3756,7.0,18.0,8.74,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,85,1.0,1.0,0.6,,,,200.0,500.0,246,100.0,100.0,86,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,1.8,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.1,0.0,1.0,0.18,0.0,1.0,0.12,,,,,,,12000.0,12000.0,11940,1500.0,1500.0,1470,0.0,3.0,0.96,0.0,1.0,0.34,0.0,1.0,0.32,0.0,1.0,0.32,,,,0.0,0.0,0.12,0.0,0.0,1.62
30,3.0,3.0,3,0.0,2.0,0.48,0.0,2.0,0.4,3.0,5.549999999999997,2.66,1.0,4.0,1.48,2.0,4.549999999999997,1.98,1.0,2.549999999999997,0.86,2.0,5.0,2.26,2.0,4.0,1.88,12.0,25.549999999999997,13.78,6000.0,7500.0,5670,0.0,1.0,0.14,,,,20.0,20.0,17.2,0.0,0.0,0,28.0,28.0,27.8,595.0,680.0,598.4,1400.0,1400.0,1299,3925.0,5077.5,3890,10.0,18.0,10,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,425,1.0,1.0,0.54,,,,200.0,500.0,234,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,3,0.0,1.0,0.18,0.0,1.0,0.18,0.0,1.0,0.1,,,,,,,12000.0,12000.0,11640,1500.0,1500.0,1470,0.0,3.0,1.38,0.0,1.0,0.26,0.0,1.0,0.46,0.0,1.0,0.26,,,,0.0,1.6499999999999915,0.18,0.0,19.799999999999898,2.48
31,3.0,3.0,3,0.5,2.0,0.66,0.0,2.0,0.6,2.5,6.0,2.88,1.0,4.0,1.48,2.0,4.0,1.62,1.0,2.549999999999997,1.02,2.0,4.0,1.72,2.0,4.549999999999997,2.02,15.0,28.549999999999997,15.74,6000.0,7500.0,5730,0.0,1.0,0.1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.84,595.0,680.0,599.4,0.0,1400.0,527,4300.0,5459.999999999999,4175,10.0,18.0,9.18,25.0,25.0,25,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8924.999999999976,850,1.0,1.0,0.58,,,,200.0,500.0,250,150.0,150.0,135,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,4.6,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,100.0,100.0,62,0.0,1.0,0.16,0.0,1.0,0.22,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11220,3000.0,3000.0,2340,1.5,6.0,1.74,0.5,1.0,0.5,0.5,2.0,0.58,0.0,1.5499999999999972,0.48,,,,0.0,1.0,0.16,0.0,18.84999999999998,2.04
32,3.0,3.0,3,0.0,2.0,0.66,0.0,2.0,0.42,2.0,5.0,2.56,1.0,3.0,1.42,2.0,3.0,1.7,1.0,3.0,1.2,2.0,4.549999999999997,2.04,2.0,4.0,2,11.5,30.549999999999997,13.98,5500.0,7500.0,5620,0.0,1.0,0.1,,,,30.0,30.0,27,0.0,0.0,0,28.0,28.0,27.62,620.0,700.9999999999999,626.4,200.0,950.0,250,4425.0,5614.999999999999,4337,10.0,18.0,9.54,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,595,1.0,1.0,0.72,,,,300.0,454.9999999999997,262,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,5.2,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,100.0,32,0.0,0.0,0.04,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11460,1500.0,3000.0,1890,0.0,3.0,1.32,0.0,1.0,0.38,0.0,1.0,0.44,0.0,1.0,0.44,,,,0.0,2.549999999999997,0.36,0.0,29.799999999999955,4.24
33,3.0,3.0,3,0.0,2.0,0.54,0.0,2.0,0.62,3.0,5.549999999999997,2.72,1.0,3.549999999999997,1.44,2.0,3.549999999999997,1.5,1.0,3.0,0.9,2.0,5.0,2.2,2.0,5.0,2.08,13.0,34.19999999999999,15.78,5000.0,7500.0,5730,0.0,1.0,0.12,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.62,620.0,700.9999999999999,626.4,400.0,1150.0,505,4775.0,5937.499999999999,4647,11.0,18.0,10.06,75.0,75.0,75,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,10837.499999999987,1445,1.0,1.0,0.58,,,,200.0,454.9999999999997,234,200.0,200.0,176,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,36.499999999999915,4.6,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.12,0.0,1.0,0.2,0.0,1.0,0.1,,,,,,,12000.0,12000.0,10620,1500.0,1500.0,1380,0.0,3.0,0.9,0.0,1.0,0.28,0.0,1.0,0.3,0.0,1.0,0.34,,,,0.0,3.0,0.34,0.0,36.69999999999996,4.22
34,3.0,3.0,3,0.0,1.5499999999999972,0.42,0.0,1.5499999999999972,0.48,3.0,5.0,3.02,1.0,3.0,1.32,1.0,4.0,1.58,1.0,3.0,1.22,2.0,4.0,1.82,2.0,4.0,2.14,14.0,27.549999999999997,15.18,6000.0,7500.0,5760,0.0,0.5499999999999972,0.06,,,,40.0,40.0,37.6,0.0,0.0,0,28.0,28.0,27.18,690.0,740.9999999999999,670,600.0,1350.0,666,4950.0,6077.5,4801,12.5,19.0,11.46,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1445,1.0,1.0,0.58,,,,200.0,500.0,254,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,50.0,9.8,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,6,0.0,0.0,4,0.0,1.0,0.12,0.0,1.0,0.18,0.0,1.0,0.12,,,,,,,12000.0,12000.0,10740,1500.0,1500.0,1350,0.0,3.0,0.9,0.0,1.0,0.38,0.0,1.0,0.3,0.0,1.0,0.22,,,,0.0,4.0,0.78,0.0,51.55,10.3
35,3.0,3.0,3,0.5,2.0,0.68,0.0,1.5499999999999972,0.42,2.0,5.0,2.7,1.0,3.0,1.2,2.0,5.0,2.12,1.0,3.0,1.18,2.0,3.0,1.88,2.0,4.0,1.82,19.0,28.099999999999994,19.2,6000.0,7500.0,6000,0.0,1.0,0.12,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.54,710.0,775.5,710,600.0,1350.0,554,5550.0,6842.499999999999,5497,11.5,22.64999999999999,11.48,0.0,0.0,0,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,2975,1.0,1.0,0.54,,,,200.0,400.0,238,350.0,350.0,308,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,70.0,48.4,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,40,0.0,50.0,7,0.0,1.0,0.12,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,250.0,250.0,250,50.0,50.0,44,12000.0,12000.0,9240,1500.0,3000.0,1590,0.0,3.0,0.6,1.0,1.0,0.54,0.0,1.0,0.2,0.0,1.0,0.32,,,,0.0,2.0,0.34,0.0,26.399999999999977,3.82
36,3.0,3.0,3,1.0,2.0,0.7,0.0,2.0,0.6,2.0,5.0,2.42,1.0,4.0,1.32,2.0,4.0,1.86,1.0,3.0,1.22,1.0,3.0,1.52,2.0,4.0,2.36,15.5,28.549999999999997,15.66,6000.0,7500.0,6280,0.0,0.5499999999999972,0.06,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.34,710.0,775.5,714,500.0,1027.5,561,5775.0,7242.499999999999,5745,12.5,19.0,11.36,25.0,25.0,25,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,1955,1.0,1.0,0.66,,,,200.0,500.0,254,100.0,100.0,94,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,50.0,9.6,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,4,0.0,50.0,8,0.0,1.0,0.14,0.0,1.0,0.12,0.0,1.0,0.08,,,,,,,12000.0,12000.0,10260,1500.0,3000.0,1470,0.0,3.0,1.5,0.0,1.0,0.28,0.0,1.0,0.5,0.0,1.0,0.2,,,,0.0,4.0,0.66,0.0,51.0,7.98
37,3.0,3.0,3,0.0,2.0,0.58,0.0,2.0,0.52,3.0,5.549999999999997,2.82,1.0,3.0,1.22,2.0,3.549999999999997,1.72,1.0,2.0,0.98,2.0,4.0,1.98,2.0,4.0,2.18,15.0,27.549999999999997,15.58,6000.0,7500.0,6240,0.0,1.0,0.1,0.0,0.0,1,20.0,20.0,18,0.0,0.0,0,28.0,28.0,27.7,730.0,795.5,733,600.0,1227.5,656,5925.0,7382.5,5865,12.0,19.0,10.38,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,2295,1.0,1.0,0.54,,,,200.0,454.9999999999997,220,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,3.8,25.0,25.0,25,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,,,,0.0,1.0,0.1,0.0,1.0,0.28,0.0,1.0,0.08,,,,,,,12000.0,12000.0,9960,1500.0,1500.0,1350,0.0,3.0,0.78,0.0,1.0,0.36,0.0,1.0,0.26,0.0,1.0,0.28,,,,0.0,1.5499999999999972,0.18,0.0,15.249999999999957,2.04
38,3.0,3.0,3,0.0,2.0,0.58,0.0,2.0,0.52,3.0,5.0,2.64,1.0,2.549999999999997,1.14,1.0,4.0,1.7,1.0,3.0,1.02,2.0,4.0,2.2,2.0,4.0,2.2,13.5,28.19999999999999,15.32,6000.0,7500.0,6320,0.0,1.0,0.1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.74,730.0,811.0,734,800.0,1309.9999999999995,773,6150.0,7687.5,6116,8.5,18.549999999999997,9.14,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,1190,1.0,1.0,0.66,,,,200.0,400.0,216,150.0,150.0,135,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,5.2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,3,0.0,1.0,0.14,0.0,1.0,0.18,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11040,1500.0,1500.0,1350,0.0,3.0,1.2,0.0,1.0,0.24,0.0,1.0,0.4,0.0,1.0,0.26,,,,0.0,2.549999999999997,0.24,0.0,25.84999999999998,2.76
39,3.0,3.0,3,1.0,2.0,0.64,0.0,2.0,0.42,3.0,5.0,2.82,1.0,3.0,1.38,1.0,4.0,1.5,1.0,3.0,0.86,2.0,3.549999999999997,2.2,2.0,5.0,2.18,13.5,26.0,13.98,6000.0,7500.0,6290,0.0,1.0,0.08,0.0,0.0,1,30.0,30.0,27.6,0.0,0.0,0,28.0,28.0,27.9,760.0,850.0,762.6,875.0,1350.0,876,6250.0,7905.0,6240,9.0,19.0,9.42,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,10837.499999999987,1020,1.0,1.0,0.6,,,,200.0,500.0,224,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,1.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,54.999999999999716,7,0.0,1.0,0.12,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11100,1500.0,1500.0,1470,0.0,3.0,0.84,0.0,1.0,0.38,0.0,1.0,0.28,0.0,1.0,0.32,,,,0.0,0.0,0.08,0.0,0.0,1.04
