day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,gold_in_adoption_p50,gold_in_adoption_p95,gold_in_adoption_mean
51,3.0,3.0,3,0.0,1.5499999999999972,0.38,,,,,,,0.0,2.0,0.6,2.0,5.0,2.36,1.0,2.0,1.04,1.0,3.0,1.32,1.0,2.0,0.8,2.0,3.549999999999997,1.66,2.0,3.0,1.84,17.5,30.099999999999994,18.48,1500.0,1500.0,1500,0.0,1.0,0.26,20.0,20.0,14.8,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1820.0,1931.0,1816.4,524.0,524.0,524,4295.0,5247.5,4220,10.0,25.0,10.4,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,4750.0,4750.0,4750,1.0,1.0,0.62,,,,50.0,227.49999999999986,92,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.18,0.0,1.0,0.1,,,,,,,,,,,,,0.0,27.499999999999858,3,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
52,3.0,3.0,3,1.0,2.0,0.7,,,,,,,0.0,2.0,0.58,2.0,3.549999999999997,2.04,1.0,2.0,1.16,1.0,2.0,0.98,1.0,2.0,0.8,2.0,3.549999999999997,1.64,2.0,4.0,2.1,17.0,31.19999999999999,18.58,1500.0,1500.0,1500,0.0,1.0,0.32,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1870.0,1990.0,1867.4,3659.0,3659.0,3659,4495.0,5447.5,4420,10.0,25.0,9.9,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.54,,,,100.0,200.0,98,150.0,150.0,102,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,24.8,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.32,0.0,0.0,0.04,1.0,1.0,1,0.0,1.0,0.16,0.0,1.0,0.44,50.0,50.0,31,,,,0.0,10.0,4.3,,,,,,,,,,,,,,,
53,3.0,3.0,3,0.0,1.0,0.34,,,,,,,0.0,1.0,0.34,3.0,4.0,2.44,1.0,3.0,1.1,1.0,2.549999999999997,1.08,1.0,3.0,1.16,2.0,4.0,1.78,1.0,4.0,1.76,15.0,26.0,16.62,1500.0,1500.0,1500,0.0,1.0,0.32,30.0,30.0,20.4,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1940.0,2051.0,1929.8,1794.0,1794.0,1794,4620.0,5575.0,4583,10.0,25.0,9.9,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,0.5,1.0,0.5,,,,100.0,250.0,113,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.14,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,,,,,,,,,,0.0,50.0,19,0.0,27.499999999999858,3,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
54,3.0,3.0,3,0.0,1.0,0.46,,,,,,,1.0,2.0,0.62,2.0,4.0,2.26,1.0,3.0,1.2,1.0,3.0,1.34,1.0,2.0,0.72,1.5,4.0,1.72,2.0,4.0,1.68,19.5,29.0,19.18,1500.0,1500.0,1500,0.0,1.0,0.28,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1960.0,2071.0,1949.8,4929.0,4929.0,4929,4870.0,5797.5,4823,10.0,25.0,9.6,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.56,,,,100.0,177.49999999999986,96,200.0,200.0,144,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,28.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.12,0.0,1.0,0.28,0.0,0.0,0.04,1.0,1.0,1,0.0,1.0,0.18,0.0,1.0,0.24,,,,,,,10.0,25.0,8.3,,,,,,,,,,,,,,,
55,3.0,3.0,3,0.0,1.5499999999999972,0.4,,,,,,,0.0,1.0,0.5,2.5,4.0,2.52,1.0,3.0,1.36,1.0,3.0,1.2,1.0,2.0,0.8,1.5,3.0,1.5,2.0,3.0,1.72,17.0,26.549999999999997,17.84,1500.0,1500.0,1500,0.0,1.0,0.3,40.0,40.0,28,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2010.0,2111.0,1998.8,3064.0,3064.0,3064,5020.0,5970.0,4981,10.0,25.0,9.6,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.58,,,,100.0,200.0,108,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.0,0.04,0.0,1.0,0.28,0.0,1.0,0.1,,,,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
56,3.0,3.0,3,0.0,2.0,0.46,,,,,,,0.0,2.0,0.58,2.0,4.549999999999997,2.44,1.0,2.549999999999997,0.94,1.0,3.0,1.28,1.0,3.0,0.92,1.0,3.0,1.6,2.0,4.549999999999997,1.78,21.5,34.0,21.92,1500.0,1500.0,1500,0.0,1.0,0.34,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2030.0,2131.0,2019.8,1199.0,1199.0,1199,5470.0,6347.5,5355,17.5,60.0,19.6,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.52,,,,100.0,200.0,93,350.0,350.0,231,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,70.0,70.0,54.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.14,0.0,1.0,0.26,0.0,1.0,0.08,1.0,1.0,1,0.0,1.0,0.08,0.0,1.0,0.26,,,,0.0,0.0,1,10.0,60.0,11.2,,,,50.0,50.0,33,,,,1.0,1.0,1,50.0,50.0,50
57,3.0,3.0,3,0.0,2.0,0.5,,,,,,,0.0,1.5499999999999972,0.48,2.0,4.0,2.16,1.0,3.0,1.08,1.0,3.0,1.42,1.0,2.0,0.98,1.0,4.0,1.8,2.0,3.0,1.58,17.5,30.84999999999998,18.18,1500.0,1500.0,1500,0.0,1.0,0.26,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2050.0,2151.0,2039.8,4334.0,4334.0,4334,5670.0,6525.0,5532,10.0,25.0,9.6,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.58,,,,100.0,200.0,103,100.0,100.0,74,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,70.0,30,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.3,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,3.0,3,0.0,2.0,0.38,,,,,,,0.0,1.0,0.48,2.0,4.0,2.06,1.0,2.0,0.8,1.0,4.0,1.42,1.0,3.0,1.04,2.0,4.0,1.94,2.0,4.0,1.88,18.0,26.549999999999997,18.02,1500.0,1500.0,1500,0.0,1.0,0.32,20.0,20.0,13.6,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2085.0,2180.0,2073.4,2469.0,2469.0,2469,5770.0,6647.5,5674,5.0,25.0,8.1,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,0.0,1.0,0.48,,,,100.0,200.0,92,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,29.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.18,0.0,1.0,0.24,0.0,1.0,0.1,1.0,1.0,1,0.0,1.0,0.24,0.0,1.0,0.24,,,,,,,10.0,25.0,7.7,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
59,3.0,3.0,3,0.0,2.0,0.58,,,,,,,0.0,2.0,0.48,2.0,5.0,2.22,1.0,2.549999999999997,0.98,1.0,3.549999999999997,1.42,1.0,3.0,0.98,2.0,4.0,1.7,1.0,4.0,1.64,18.0,28.099999999999994,17.5,1500.0,1500.0,1500,0.0,1.0,0.28,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2110.0,2200.0,2094.4,604.0,604.0,604,6020.0,6820.0,5930,5.0,22.749999999999986,7.5,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.72,,,,100.0,200.0,98,150.0,150.0,108,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,,,,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
60,3.0,3.0,3,1.0,2.0,0.66,,,,,,,0.0,2.0,0.62,2.0,4.549999999999997,2,1.0,2.0,0.92,1.0,4.0,1.38,0.0,2.549999999999997,0.74,2.0,3.549999999999997,1.86,2.0,4.0,1.82,18.5,32.64999999999999,19.34,1500.0,1500.0,1500,0.0,1.0,0.44,30.0,30.0,16.8,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2145.0,2236.5,2131.2,3739.0,3739.0,3739,6120.0,6875.0,6013,10.0,20.0,9.1,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.6,,,,50.0,200.0,83,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,60.99999999999994,26.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.0,0.04,0.0,1.0,0.28,0.0,1.0,0.08,1.0,1.0,1,0.0,1.0,0.18,0.0,1.0,0.26,,,,,,,10.0,25.0,8.2,,,,,,,,,,,,,,,
61,3.0,3.0,3,0.0,1.0,0.34,,,,,,,0.0,1.0,0.46,2.0,4.0,2.38,1.0,3.0,1.38,1.0,3.0,1.34,1.0,2.549999999999997,0.9,1.0,3.0,1.38,2.0,3.0,1.82,18.0,24.549999999999997,17.36,1500.0,1500.0,1500,0.0,1.0,0.26,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2165.0,2256.5,2152.2,1874.0,1874.0,1874,6420.0,7247.5,6325,10.0,20.0,9.1,15.0,15.0,15,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.6,,,,100.0,200.0,114,200.0,200.0,148,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
62,3.0,3.0,3,0.0,2.0,0.52,,,,,,,0.0,1.0,0.32,2.0,4.549999999999997,2.38,1.0,3.0,1.22,1.0,3.0,1.38,1.0,2.0,0.78,2.0,4.549999999999997,1.72,2.0,3.549999999999997,1.68,14.0,25.099999999999994,16.14,1500.0,1500.0,1500,0.0,1.0,0.18,40.0,40.0,32.8,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2230.0,2352.0,2218,9.0,9.0,9,6570.0,7397.5,6475,10.0,25.0,10.6,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.68,,,,100.0,200.0,100,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,27.4,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.18,0.0,1.0,0.08,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.34,0.0,50.0,12,0.0,0.0,1,10.0,25.0,8.9,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
63,3.0,3.0,3,0.0,1.5499999999999972,0.4,,,,,,,0.0,2.0,0.42,2.0,4.0,2.2,1.0,3.0,1.02,1.0,3.0,1.14,1.0,2.0,0.96,2.0,4.0,1.82,2.0,4.549999999999997,2.04,19.0,36.64999999999999,20.88,1500.0,1500.0,1500,0.0,1.0,0.3,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2290.0,2382.0,2272,3144.0,3144.0,3144,6970.0,7897.5,6869,10.0,25.0,10.6,0.0,0.0,0,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.58,,,,100.0,227.49999999999986,99,350.0,350.0,245,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,70.0,70.0,55,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,,,,50.0,50.0,34,,,,,,,50.0,50.0,50,50.0,50.0,35,,,,,,,,,
64,3.0,3.0,3,0.0,1.5499999999999972,0.5,,,,,,,0.0,2.0,0.48,2.0,4.549999999999997,2.54,1.0,2.549999999999997,1.12,1.0,2.549999999999997,1.22,0.0,2.549999999999997,0.68,2.0,4.0,1.82,2.0,3.0,1.64,18.0,28.0,18.24,1500.0,1500.0,1500,0.0,1.0,0.2,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2320.0,2402.0,2297,1279.0,1279.0,1279,7170.0,8175.0,7089,10.0,25.0,11.1,5.0,5.0,5,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.56,,,,100.0,150.0,90,100.0,100.0,80,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,28,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.14,0.0,1.0,0.3,,,,1.0,1.0,1,0.0,1.0,0.14,0.0,1.0,0.32,0.0,50.0,4,0.0,0.0,1,10.0,25.0,8.5,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
65,3.0,3.0,3,0.0,1.0,0.38,,,,,,,0.0,2.0,0.56,2.0,4.0,2.24,1.0,3.0,1.34,1.5,3.0,1.5,1.0,2.0,0.92,1.0,3.0,1.62,1.0,3.549999999999997,1.44,18.0,28.549999999999997,18.44,1500.0,1500.0,1500,0.0,1.0,0.32,20.0,20.0,13.6,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2350.0,2437.5,2330.6,4414.0,4414.0,4414,7295.0,8297.5,7202,10.0,25.0,10.5,10.0,10.0,10,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.52,,,,100.0,200.0,113,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20.6,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.08,0.0,1.0,0.32,0.0,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,3.0,3,0.0,2.0,0.38,,,,,,,0.0,2.0,0.54,2.0,4.0,2.34,1.0,3.0,1.18,1.0,4.0,1.48,1.0,2.0,0.8,2.0,3.0,1.82,1.0,3.0,1.46,17.0,32.19999999999999,18.36,1500.0,1500.0,1500,0.0,1.0,0.28,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2370.0,2457.5,2350.6,2549.0,2549.0,2549,7545.0,8475.0,7459,10.0,25.0,12.3,15.0,15.0,15,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.56,,,,100.0,200.0,99,150.0,150.0,108,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,28.4,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.14,0.0,1.0,0.26,0.0,0.0,0.04,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,,,,,,,10.0,25.0,10.2,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
67,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,2.0,0.54,2.0,4.0,2.4,1.0,3.0,1.14,1.0,3.0,1.32,1.0,2.549999999999997,0.78,1.0,3.549999999999997,1.4,2.0,4.0,1.82,14.5,30.0,17.8,1500.0,1500.0,1500,0.0,1.0,0.3,30.0,30.0,21,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2410.0,2502.0,2391.6,684.0,684.0,684,7670.0,8635.0,7605,10.0,25.0,12.3,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5000.0,5000.0,5000,1.0,1.0,0.66,,,,100.0,200.0,96,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.08,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
68,3.0,3.0,3,0.0,1.0,0.46,,,,,,,0.0,1.0,0.36,2.0,5.0,2.18,1.0,3.0,1.34,1.0,3.0,1.18,0.0,2.0,0.64,2.0,5.0,2,2.0,4.549999999999997,1.84,15.5,26.0,17.04,1500.0,1500.0,1500,0.0,1.0,0.2,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2430.0,2522.0,2411.6,3819.0,3819.0,3819,7995.0,8925.0,7864,10.0,25.0,12,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.66,,,,100.0,200.0,99,200.0,200.0,160,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,70.0,34.4,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.1,0.0,1.0,0.2,0.0,0.0,0.04,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.12,,,,,,,10.0,60.0,14.1,,,,,,,,,,,,,,,
69,3.0,3.0,3,0.0,1.5499999999999972,0.48,,,,,,,0.0,2.0,0.5,3.0,4.0,2.46,1.0,3.0,1.22,1.0,3.0,1.4,1.0,2.549999999999997,0.82,1.0,4.0,1.62,1.0,3.549999999999997,1.5,15.0,28.549999999999997,17.38,1500.0,1500.0,1500,0.0,1.0,0.32,40.0,40.0,27.2,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2470.0,2582.0,2458.8,1704.0,1704.0,1704,8145.0,9075.0,8016,10.0,25.0,10.8,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.68,,,,100.0,227.49999999999986,102,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,21.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.12,0.0,1.0,0.18,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,50.0,50.0,50
70,3.0,3.0,3,0.0,1.0,0.44,,,,,,,0.0,2.0,0.54,2.0,4.0,2.18,1.0,3.0,1.18,1.0,3.0,1.3,1.0,3.0,0.88,2.0,3.549999999999997,1.8,2.0,3.549999999999997,1.68,20.0,37.749999999999986,21.32,1500.0,1500.0,1500,0.0,1.0,0.34,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,2490.0,2602.0,2478.8,4839.0,4839.0,4839,8395.0,9430.0,7950,15.0,32.749999999999986,15.8,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.66,,,,100.0,227.49999999999986,103,350.0,350.0,231,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.16,,,,20.0,20.0,20,70.0,70.0,57,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.08,0.0,1.0,0.26,,,,1.0,1.0,1,0.0,0.0,0.02,0.0,1.0,0.36,,,,,,,10.0,25.0,9,,,,50.0,50.0,33,0.0,0.0,400,,,,,,
