day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
1,0.0,0.0,0,0.0,2.0,0.5,0.0,1.0,0.095,1.0,2.0,0.9,0.0,1.0,0.372,1.0,2.0,0.716,0.0,1.0,0.228,1.0,3.0,1.311,1.0,2.0,0.878,4.0,12.0,4.66,8000.0,8000.0,8000,0.0,0.0,0,0.0,0.0,0,3.0,3.0,3,0.0,0.0,0,1200.0,1200.0,1200,450.0,650.0,500,0.0,0.0,0,40.0,40.0,40,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,1,300.0,300.0,300,0.0,200.0,60,100.0,100.0,90,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,0,0.0,2.0,0.505,0.0,1.0,0.077,1.0,2.0,0.88,0.0,1.0,0.383,1.0,2.0,0.693,0.0,1.0,0.251,1.0,3.0,1.316,1.0,2.0,0.895,5.0,12.0,5.707,9600.0,9600.0,8856,20.0,20.0,20,0.0,0.0,0,5.0,5.0,5,20.0,50.0,24.41,2400.0,2400.0,2400,780.0,1000.0,803.3,0.0,0.0,0,80.0,80.0,80,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.625,200.0,200.0,200,100.0,200.0,63.4,100.0,100.0,89.9,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,4.41,0.0,1.0,0.083,0.0,1.0,0.246,0.0,0.0,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,0,0.0,2.0,0.485,0.0,1.0,0.098,1.0,2.0,0.899,0.0,1.0,0.337,1.0,2.0,0.69,0.0,1.0,0.234,1.0,3.0,1.32,1.0,2.0,0.937,5.0,13.0,6.158,8000.0,9600.0,8793.6,0.0,0.0,0,0.0,0.0,0,7.0,7.0,7,20.0,50.0,33.59,600.0,600.0,600,1060.0,1280.0,1050.7,0.0,0.0,0,120.0,120.0,120,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.569,,,,0.0,200.0,57.1,100.0,100.0,90.3,150.0,150.0,150,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,9.18,0.0,1.0,0.092,0.0,1.0,0.286,0.0,1.0,0.053,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,0,0.0,2.0,0.502,0.0,1.0,0.102,1.0,2.0,0.888,0.0,2.0,0.371,1.0,2.0,0.654,0.0,1.0,0.222,1.0,3.0,1.356,1.0,2.0,0.905,5.0,13.0,5.866,9600.0,9600.0,8899.2,30.0,30.0,30,0.0,0.0,0,9.0,9.0,9,80.0,80.0,69.53,300.0,300.0,300,1130.0,1410.0,1149.96,0.0,3.0,0.981,160.0,160.0,160,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.612,,,,0.0,200.0,59.3,100.0,100.0,89.96,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,5.94,0.0,1.0,0.118,0.0,1.0,0.229,0.0,0.0,0.041,,,,1500.0,1500.0,1500,0.0,3.0,0.981,0.0,1.0,0.358,0.0,1.0,0.327,0.0,1.0,0.315,0.0,1.0,0.358,0.0,1.0,0.315,,,,,,,,,,,,,,,,,,
5,0.0,0.0,0,0.0,2.0,0.49,0.0,1.0,0.116,1.0,2.0,0.891,0.0,1.0,0.334,1.0,2.0,0.683,0.0,1.0,0.225,1.0,3.0,1.436,1.0,2.0,0.825,5.0,13.0,6.074,9600.0,9600.0,8926.4,0.0,0.0,0,0.0,0.0,0,11.0,11.0,11,80.0,80.0,73.07,1500.0,1500.0,1500,1440.0,1740.0,1446.06,0.0,3.0,0.981,200.0,200.0,200,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.625,,,,0.0,200.0,55.9,100.0,100.0,90.2,200.0,200.0,200,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,3.54,0.0,1.0,0.085,0.0,1.0,0.239,0.0,1.0,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.104,1.0,2.0,0.857,0.0,1.0,0.368,0.0,2.0,0.649,0.0,1.0,0.212,1.0,3.0,1.42,1.0,2.0,0.912,5.0,13.0,5.944,8000.0,8000.0,8000,40.0,40.0,40,0.0,0.0,0,13.0,13.0,13,150.0,150.0,145.83,2700.0,2700.0,2700,1830.0,2190.0,1844.5,0.0,3.0,0.981,240.0,240.0,240,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.609,300.0,300.0,300,0.0,200.0,58,100.0,100.0,90.44,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,30.0,60.0,32.76,0.0,1.0,0.097,0.0,1.0,0.234,0.0,1.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,0,0.0,2.0,0.495,0.0,1.0,0.102,1.0,2.0,0.907,0.0,1.0,0.325,1.0,2.0,0.728,0.0,1.0,0.192,1.0,3.0,1.368,1.0,2.0,0.883,10.0,18.0,10.939,8000.0,9600.0,8144,0.0,0.0,0,0.0,0.0,0,15.0,15.0,15,150.0,150.0,149.19,900.0,900.0,900,2830.0,3190.0,2846.3,0.0,3.0,0.981,0.0,0.0,0,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.622,,,,0.0,200.0,51.7,100.0,100.0,90.1,350.0,350.0,350,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,3.36,0.0,1.0,0.105,0.0,1.0,0.227,0.0,0.0,0.046,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,560.0,560.0,560,50.0,50.0,50,50.0,50.0,50,,,,,,,,,
8,0.0,0.0,0,0.0,1.0,0.406,0.0,1.0,0.074,1.0,2.0,0.692,0.0,1.0,0.303,0.0,2.0,0.552,0.0,1.0,0.181,1.0,3.0,1.088,1.0,2.0,0.704,4.0,11.0,4.787,8000.0,9600.0,8601.6,0.0,0.0,0,1.0,1.0,1,17.0,17.0,17,150.0,150.0,152.04,100.0,100.0,100,2950.0,3310.999999999999,2966.58,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.608,,,,0.0,200.0,48.4,80.0,80.0,71.88,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,0.0,30.0,2.85,0.0,1.0,0.122,0.0,1.0,0.217,0.0,1.0,0.053,,,,1500.0,1500.0,1500,0.0,3.0,0.984,0.0,1.0,0.346,0.0,1.0,0.328,0.0,1.0,0.326,0.0,1.0,0.346,0.0,1.0,0.326,,,,,,,,,,,,,,,,,,
9,0.0,0.0,0,0.0,2.0,0.525,0.0,1.0,0.103,1.0,2.0,0.87,0.0,2.0,0.361,1.0,2.0,0.68,0.0,1.0,0.234,1.0,3.0,1.34,1.0,2.0,0.887,5.0,13.0,5.969,9600.0,9600.0,9188.8,20.0,20.0,20,0.0,0.0,0,19.0,19.0,19,170.0,220.0,174.65,800.0,800.0,800,3010.0,3370.999999999999,3015.58,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.605,,,,0.0,200.0,59.5,100.0,100.0,89.5,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,10,0.0,30.0,2.61,0.0,1.0,0.101,0.0,1.0,0.253,0.0,0.0,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.0,0,0.0,1.0,0.41,0.0,1.0,0.074,1.0,2.0,0.7,0.0,1.0,0.262,0.0,2.0,0.558,0.0,1.0,0.192,1.0,2.0499999999999545,1.032,1.0,2.0,0.772,4.0,11.0,5.028,9600.0,9600.0,9540.8,0.0,0.0,0,1.0,1.0,1,21.0,21.0,21,170.0,220.0,178.04,1500.0,1500.0,1500,3160.0,3580.0,3182.78,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.612,,,,0.0,200.0,45.4,80.0,80.0,71.8,150.0,150.0,150,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,0.0,50.0,3.39,0.0,1.0,0.071,0.0,1.0,0.26,0.0,1.0,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,0.0,0,0.0,2.0,0.482,0.0,1.0,0.089,1.0,2.0,0.927,0.0,1.0,0.351,1.0,2.0,0.686,0.0,1.0,0.209,1.0,3.0,1.34,1.0,2.0,0.916,5.0,12.0,5.81,8000.0,8000.0,8000,30.0,30.0,30,0.0,0.0,0,23.0,23.0,23,200.0,250.0,211.95,2200.0,2200.0,2200,3220.0,3660.0,3229.14,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.616,,,,0.0,200.0,56,100.0,100.0,90.36,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,10,0.0,50.0,3.91,0.0,1.0,0.097,0.0,1.0,0.228,0.0,1.0,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,0,0.0,1.0,0.386,0.0,1.0,0.068,1.0,2.0,0.776,0.0,1.0,0.274,0.0,2.0,0.517,0.0,1.0,0.189,1.0,3.0,1.033,1.0,2.0,0.757,4.0,11.0,4.995,8000.0,9600.0,8144,0.0,0.0,0,1.0,1.0,1,24.0,24.0,24,200.0,250.0,213.8,1150.0,1150.0,1150,3440.0,3880.0,3447.72,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,4250.0,4250.0,4250,1.0,1.0,0.601,,,,0.0,200.0,46.3,80.0,80.0,72.28,200.0,200.0,200,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,0.0,0.0,1.85,0.0,1.0,0.096,0.0,1.0,0.26,0.0,0.0,0.043,6000.0,6000.0,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,0.0,0,0.0,2.0,0.519,0.0,1.0,0.092,1.0,2.0,0.941,0.0,2.0,0.362,1.0,2.0,0.658,0.0,1.0,0.211,1.0,3.0,1.315,1.0,2.0,0.902,5.0,12.0,5.894,8000.0,9600.0,8601.6,40.0,40.0,40,0.0,0.0,0,24.0,24.0,24,240.0,290.0,253.8,1350.0,1350.0,1350,3480.0,3980.0,3494.64,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.598,,,,0.0,200.0,57.3,100.0,100.0,89.62,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,10,,,,0.0,1.0,0.104,0.0,1.0,0.25,0.0,0.0,0.048,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,0,0.0,2.0,0.422,0.0,1.0,0.093,1.0,2.0,0.724,0.0,1.0,0.274,0.0,2.0,0.585,0.0,1.0,0.155,1.0,3.0,1.083,1.0,2.0,0.664,9.0,17.0,10.298,9600.0,9600.0,9188.8,0.0,0.0,0,1.0,1.0,1,24.0,24.0,24,240.0,290.0,253.8,50.0,50.0,50,3830.0,4351.0,3859.1,3.0,6.0,2.976,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.557,,,,0.0,200.0,42.9,80.0,80.0,71.56,350.0,350.0,350,,,,100.0,100.0,100,24.0,24.0,24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,,,,0.0,1.0,0.112,0.0,1.0,0.281,0.0,0.049999999999954525,0.05,9000.0,9000.0,9000,1500.0,1500.0,1500,0.0,3.0,1.011,0.0,1.0,0.326,0.0,1.0,0.337,0.0,1.0,0.337,0.0,1.0,0.326,0.0,1.0,0.337,,,,50.0,50.0,50,50.0,50.0,50,,,,,,,,,
15,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.084,1.0,2.0,0.898,0.0,1.0,0.355,1.0,2.0,0.706,0.0,1.0,0.202,1.0,3.0,1.377,1.0,2.0,0.9,5.0,12.0,5.837,9600.0,9600.0,9540.8,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,240.0,290.0,253.8,250.0,250.0,250,3990.0,4490.0,3995.24,3.0,6.0,2.976,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.592,,,,0.0,200.0,55.7,100.0,100.0,90.44,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24.008,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,10,,,,0.0,1.0,0.116,0.0,1.0,0.24,0.0,1.0,0.052,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,,,,,,
16,0.0,0.0,0,0.0,1.0,0.395,0.0,1.0,0.073,1.0,2.0,0.746,0.0,1.0,0.287,0.0,2.0,0.526,0.0,1.0,0.188,1.0,3.0,1.065,1.0,2.0,0.719,4.0,11.0,4.933,8000.0,8000.0,8000,20.0,20.0,20,1.0,1.0,0.999,24.0,24.0,24.004,260.0,310.0,273.8,450.0,450.0,451,4010.0,4510.0,4004.97,3.0,6.0,2.976,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,17,1.0,1.0,0.609,,,,0.0,200.0,47.5,80.0,80.0,72.08,0.0,0.0,0,,,,100.0,100.0,99.85,24.0,24.0,24.016,,,,8000.0,8000.0,8000,2.0,2.0,1.997,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,7.998,,,,0.0,1.0,0.101,0.0,1.0,0.244,0.0,0.0,0.046,9000.0,9000.0,8982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,,,,,,
17,0.0,0.0,0,0.0,2.0,0.49,0.0,1.0,0.089,1.0,2.0,0.894,0.0,1.0,0.365,1.0,2.0,0.656,0.0,1.0,0.217,1.0,3.0,1.325,1.0,3.0,0.963,5.0,12.0,5.774,8000.0,9600.0,8144,0.0,0.0,0,0.0,0.0,0.001,24.0,24.0,24.012,260.0,310.0,273.8,650.0,650.0,650,4200.0,4700.0,4153.35,3.0,6.0,2.982,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,34,1.0,1.0,0.62,,,,0.0,200.0,58.2,100.0,100.0,90.18,150.0,150.0,150,,,,100.0,100.0,100,24.0,24.0,24.056,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.998,,,,0.0,1.0,0.105,0.0,1.0,0.227,0.0,0.0,0.048,9000.0,9000.0,8964,0.0,0.0,3,0.0,0.0,0.006,,,,0.0,0.0,0.002,,,,,,,,,,,,,,,,,,,0.0,0.0,50,,,,,,
18,0.0,0.0,0,0.0,1.0,0.396,0.0,1.0,0.072,1.0,2.0,0.72,0.0,1.0,0.288,0.0,2.0,0.526,0.0,1.0,0.167,1.0,3.0,1.063,1.0,2.0,0.762,4.0,11.0,4.909,8000.0,9600.0,8601.6,30.0,30.0,30,1.0,1.0,0.999,24.0,24.0,24.036,290.0,340.0,303.9,850.0,850.0,853,4220.0,4720.999999999999,4166.51,3.0,6.0,2.985,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,102,1.0,1.0,0.622,,,,0.0,200.0,45.5,80.0,80.0,71.96,0.0,0.0,0,,,,100.0,100.0,99.3,24.0,24.0,24.06,,,,8000.0,8000.0,8000,2.0,2.0,1.986,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,7.988,0.0,0.0,0.1,0.0,1.0,0.096,0.0,1.0,0.238,0.0,0.0,0.044,9000.0,9000.0,8892,0.0,0.0,3,0.0,0.0,0.003,,,,0.0,0.0,0.001,0.0,0.0,0.001,,,,0.0,0.0,0.001,,,,,,,,,,0.0,0.0,5,,,,,,
19,0.0,0.0,0,0.0,2.0,0.503,0.0,1.0,0.097,1.0,3.0,0.943,0.0,2.0,0.372,1.0,2.0,0.678,0.0,1.0,0.212,1.0,3.0,1.329,1.0,2.0,0.865,5.0,13.0,5.898,9600.0,9600.0,9188.8,0.0,0.0,0,0.0,0.0,0.001,24.0,24.0,24.058,290.0,340.0,304,1050.0,1050.0,1042,4440.0,4880.0,4189.83,3.0,6.0,3,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,93.5,1.0,1.0,0.614,,,,0.0,200.0,58.4,100.0,100.0,89.92,200.0,200.0,200,,,,100.0,100.0,100,24.0,28.0,24.24,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.998,0.0,0.0,0.1,0.0,1.0,0.094,0.0,1.0,0.242,0.0,0.049999999999954525,0.05,9000.0,9000.0,8901,0.0,0.0,16.5,0.0,0.0,0.015,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.005,0.0,0.0,0.001,,,,,,,,,,0.0,0.0,225,,,,,,
20,0.0,0.0,0,0.0,1.0499999999999545,0.38,0.0,0.0,0.05,1.0,2.0,0.765,0.0,1.0,0.287,0.0,2.0,0.57,0.0,1.0,0.176,1.0,3.0,1.034,1.0,2.0,0.719,4.0,9.0,4.853,9600.0,9600.0,9540.8,40.0,40.0,40,1.0,1.0,0.994,24.0,26.0,24.15,330.0,380.0,344.2,1250.0,1250.0,1197.5,4420.0,4880.0,4115.4,3.0,6.0,3.048,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,391,1.0,1.0,0.576,,,,0.0,200.0,46.3,80.0,80.0,72.02,0.0,0.0,0,,,,100.0,100.0,97.75,24.0,28.0,24.316,,,,8000.0,8000.0,8000,2.0,2.0,1.955,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,7.962,0.0,0.0,0.2,0.0,1.0,0.103,0.0,1.0,0.263,0.0,1.0,0.058,9000.0,9000.0,8586,0.0,0.0,67.5,0.0,0.0,0.048,0.0,0.0,0.011,0.0,0.0,0.016,0.0,0.0,0.018,0.0,0.0,0.011,0.0,0.0,0.018,,,,,,,,,,0.0,0.0,95,,,,,,
21,0.0,0.0,0,0.0,2.0,0.5,0.0,1.0,0.089,1.0,2.0,0.882,0.0,2.0,0.387,0.0,2.0,0.645,0.0,1.0,0.23,1.0,3.0,1.375,1.0,2.0,0.886,9.0,17.0,10.794,8000.0,8000.0,8000,0.0,0.0,0,0.0,0.0,0.006,24.0,28.0,24.278,330.0,380.0,344.4,1450.0,1450.0,1401,4510.0,4950.0,2956.98,3.0,6.0,3.051,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,544,1.0,1.0,0.61,,,,0.0,200.0,61.7,100.0,100.0,89.88,350.0,350.0,350,,,,100.0,100.0,100,24.0,28.0,25.564,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.988,0.0,0.0,0.2,0.0,1.0,0.091,0.0,1.0,0.241,0.0,1.0,0.058,9000.0,9000.0,8424,0.0,0.0,28.5,0.0,0.0,0.003,0.0,0.0,0.012,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.0,0.012,0.0,0.0,0.006,,,,50.0,50.0,50,50.0,50.0,50,0.0,5000.0,1560,,,,,,
22,0.0,0.0,0,0.0,2.0,0.437,0.0,1.0,0.068,1.0,2.0,0.681,0.0,1.0,0.287,0.0,2.0,0.538,0.0,1.0,0.186,1.0,3.0,1.082,1.0,2.0,0.727,4.0,11.0,4.81,8000.0,9600.0,8144,0.0,0.0,0,1.0,1.0,0.994,24.0,28.0,24.94,330.0,380.0,345.7,150.0,1150.0,385,790.0,4970.0,2440.66,3.0,9.0,3.855,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,2813.5,1.0,1.0,0.607,,,,0.0,200.0,47.3,80.0,80.0,71.38,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,26.072,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.012,0.0,0.0,1.3,0.0,1.0,0.101,0.0,1.0,0.234,0.0,1.0,0.058,9000.0,9000.0,6021,1500.0,1500.0,1381.5,0.0,3.0,0.804,0.0,1.0,0.337,0.0,1.0,0.268,0.0,1.0,0.316,0.0,1.0,0.337,0.0,1.0,0.316,,,,,,,,,,0.0,5000.0,635,,,,,,
