day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
1,0.0,0.0,0,0.0,2.0,0.5,0.0,1.0,0.095,1.0,2.0,0.9,0.0,1.0,0.372,1.0,2.0,0.716,0.0,1.0,0.228,1.0,3.0,1.311,1.0,2.0,0.878,9.0,17.0,9.66,8000.0,8000.0,8000,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,3.0,3.0,3,20.0,20.0,20,1200.0,1200.0,1200,550.0,750.0,600,0.0,0.0,0,40.0,40.0,40,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,1,300.0,300.0,300,0.0,200.0,60,100.0,100.0,90,100.0,100.0,100,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,0,0.0,2.0,0.505,0.0,1.0,0.077,1.0,2.0,0.88,0.0,1.0,0.383,1.0,2.0,0.693,0.0,1.0,0.251,1.0,3.0,1.316,1.0,2.0,0.895,10.0,17.0,10.707,9600.0,9600.0,8881.6,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,5.0,5.0,5,60.0,90.0,64.41,2400.0,2400.0,2400,980.0,1200.0,1003.3,0.0,0.0,0,80.0,80.0,80,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.625,200.0,200.0,200,100.0,200.0,63.4,100.0,100.0,89.9,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,4.41,0.0,1.0,0.083,0.0,1.0,0.246,0.0,0.0,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,0,0.0,2.0,0.485,0.0,1.0,0.098,1.0,2.0,0.899,0.0,1.0,0.337,1.0,2.0,0.69,0.0,1.0,0.234,1.0,3.0,1.32,1.0,2.0,0.937,10.0,18.0,11.158,9600.0,9600.0,8921.6,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,7.0,7.0,7,80.0,110.0,93.59,600.0,600.0,600,1360.0,1580.0,1350.7,0.0,0.0,0,120.0,120.0,120,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.569,,,,0.0,200.0,57.1,100.0,100.0,90.3,150.0,150.0,150,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,9.18,0.0,1.0,0.092,0.0,1.0,0.286,0.0,1.0,0.053,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,0,0.0,2.0,0.502,0.0,1.0,0.102,1.0,2.0,0.888,0.0,2.0,0.371,1.0,2.0,0.654,0.0,1.0,0.222,1.0,3.0,1.356,1.0,2.0,0.905,10.0,18.0,10.866,9600.0,9600.0,8934.4,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,9.0,9.0,9,160.0,160.0,149.53,300.0,300.0,300,1530.0,1810.0,1549.96,0.0,3.0,0.981,160.0,160.0,160,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.612,,,,0.0,200.0,59.3,100.0,100.0,89.96,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,5.94,0.0,1.0,0.118,0.0,1.0,0.229,0.0,0.0,0.041,,,,1500.0,1500.0,1500,0.0,3.0,0.981,0.0,1.0,0.358,0.0,1.0,0.327,0.0,1.0,0.315,0.0,1.0,0.358,0.0,1.0,0.315,,,,,,,,,,,,,,,
5,0.0,0.0,0,0.0,2.0,0.49,0.0,1.0,0.116,1.0,2.0,0.891,0.0,1.0,0.334,1.0,2.0,0.683,0.0,1.0,0.225,1.0,3.0,1.436,1.0,2.0,0.825,10.0,18.0,11.074,9600.0,9600.0,8923.2,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,11.0,11.0,11,180.0,180.0,173.07,1500.0,1500.0,1500,1940.0,2240.0,1946.06,0.0,3.0,0.981,200.0,200.0,200,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.625,,,,0.0,200.0,55.9,100.0,100.0,90.2,200.0,200.0,200,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,3.54,0.0,1.0,0.085,0.0,1.0,0.239,0.0,1.0,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.104,1.0,2.0,0.857,0.0,1.0,0.368,0.0,2.0,0.649,0.0,1.0,0.212,1.0,3.0,1.42,1.0,2.0,0.912,10.0,18.0,10.944,8000.0,8000.0,8000,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,13.0,13.0,13,270.0,270.0,265.83,2700.0,2700.0,2700,2430.0,2790.0,2444.5,0.0,3.0,0.981,240.0,240.0,240,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.609,300.0,300.0,300,0.0,200.0,58,100.0,100.0,90.44,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,30.0,60.0,32.76,0.0,1.0,0.097,0.0,1.0,0.234,0.0,1.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,0,0.0,2.0,0.495,0.0,1.0,0.102,1.0,2.0,0.907,0.0,1.0,0.325,1.0,2.0,0.728,0.0,1.0,0.192,1.0,3.0,1.368,1.0,2.0,0.883,15.0,23.0,15.939,8000.0,9600.0,8172.8,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,15.0,15.0,15,290.0,290.0,289.19,900.0,900.0,900,3530.0,3890.0,3546.3,0.0,3.0,0.981,0.0,0.0,0,9700.0,9700.0,9700,8500.0,8500.0,8500,1.0,1.0,0.622,,,,0.0,200.0,51.7,100.0,100.0,90.1,350.0,350.0,350,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,10.0,10.0,10,0.0,30.0,3.36,0.0,1.0,0.105,0.0,1.0,0.227,0.0,0.0,0.046,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,560.0,560.0,560,50.0,50.0,50,,,,,,,,,
8,0.0,0.0,0,0.0,1.0,0.406,0.0,1.0,0.074,1.0,2.0,0.692,0.0,1.0,0.303,0.0,2.0,0.552,0.0,1.0,0.181,1.0,3.0,1.088,1.0,2.0,0.704,9.0,16.0,9.787,8000.0,9600.0,8683.2,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,17.0,17.0,17,310.0,310.0,312.04,100.0,100.0,100,3750.0,4110.999999999999,3766.58,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.608,,,,0.0,200.0,48.4,80.0,80.0,71.88,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,0.0,30.0,2.85,0.0,1.0,0.122,0.0,1.0,0.217,0.0,1.0,0.053,,,,1500.0,1500.0,1500,0.0,3.0,0.984,0.0,1.0,0.346,0.0,1.0,0.328,0.0,1.0,0.326,0.0,1.0,0.346,0.0,1.0,0.326,,,,,,,,,,,,,,,
9,0.0,0.0,0,0.0,2.0,0.525,0.0,1.0,0.103,1.0,2.0,0.87,0.0,2.0,0.361,1.0,2.0,0.68,0.0,1.0,0.234,1.0,3.0,1.34,1.0,2.0,0.887,10.0,18.0,10.969,9600.0,9600.0,9254.4,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,19.0,19.0,19,350.0,400.0,354.65,800.0,800.0,800,3910.0,4270.999999999999,3915.58,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.605,,,,0.0,200.0,59.5,100.0,100.0,89.5,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,10,0.0,30.0,2.61,0.0,1.0,0.101,0.0,1.0,0.253,0.0,0.0,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.0,0,0.0,1.0,0.41,0.0,1.0,0.074,1.0,2.0,0.7,0.0,1.0,0.262,0.0,2.0,0.558,0.0,1.0,0.192,1.0,2.0499999999999545,1.032,1.0,2.0,0.772,9.0,16.0,10.028,9600.0,9600.0,9550.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.999,21.0,21.0,21,370.0,420.0,378.04,1500.0,1500.0,1500,4160.0,4580.0,4172.83,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.612,,,,0.0,200.0,45.4,80.0,80.0,71.8,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,99.95,24.0,24.0,24.008,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8,0.0,50.0,3.39,0.0,1.0,0.071,0.0,1.0,0.26,0.0,1.0,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,,,,,,
11,0.0,0.0,0,0.0,2.0,0.481,0.0,1.0,0.089,1.0,2.0,0.926,0.0,1.0,0.351,1.0,2.0,0.685,0.0,1.0,0.209,1.0,3.0,1.338,1.0,2.0,0.916,10.0,17.0,10.801,8000.0,8000.0,8000,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0.002,23.0,23.0,23,420.0,470.0,431.95,2200.0,2200.0,2200,4320.0,4720.999999999999,4284.46,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,8500,1.0,1.0,0.616,,,,0.0,200.0,56,100.0,100.0,90.28,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,99.65,24.0,24.0,24.036,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,1.993,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.99,0.0,50.0,3.91,0.0,1.0,0.098,0.0,1.0,0.227,0.0,1.0,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35,,,,,,
12,0.0,0.0,0,0.0,1.0,0.389,0.0,1.0,0.068,1.0,2.0,0.772,0.0,1.0,0.275,0.0,2.0,0.513,0.0,1.0,0.184,1.0,2.0,1.022,1.0,2.0,0.754,9.0,16.0,9.943,8000.0,9600.0,8172.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,24.0,25.0,24.076,440.0,490.0,453.9,1150.0,2900.0,1283,4580.0,4900.999999999999,4155.62,3.0,6.0,1.965,0.0,0.0,0,9200.0,9200.0,9200,4250.0,8500.0,4573,1.0,1.0,0.607,,,,0.0,200.0,45.9,80.0,80.0,71.76,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,96.5,24.0,28.0,24.396,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,1.93,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,7.954,0.0,0.0,1.95,0.0,1.0,0.097,0.0,1.0,0.254,0.0,0.0,0.042,6000.0,6000.0,5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5000.0,450,,,,,,
13,0.0,0.0,0,0.0,2.0,0.52,0.0,1.0,0.096,1.0,2.0,0.943,0.0,1.0499999999999545,0.352,0.0,2.0,0.65,0.0,1.0,0.199,1.0,3.0,1.322,1.0,2.0,0.896,10.0,17.0,10.94,8000.0,9600.0,8683.2,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0.022,24.0,27.0,24.274,500.0,550.0,514.05,1350.0,1350.0,1270,4640.0,4940.0,3724.88,3.0,6.0,1.998,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,841.5,1.0,1.0,0.592,,,,0.0,200.0,55.1,100.0,100.0,89.16,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,28.0,24.856,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,0.0,0.0,0.15,0.0,1.0,0.107,0.0,1.0,0.253,0.0,0.0,0.048,9000.0,9000.0,8337,0.0,0.0,34.5,0.0,0.0,0.033,0.0,0.0,0.005,0.0,0.0,0.011,0.0,0.0,0.007,0.0,0.0,0.005,0.0,0.0,0.007,,,,,,,0.0,5000.0,575,,,,,,
14,0.0,0.0,0,0.0,2.0,0.415,0.0,1.0,0.081,1.0,2.0,0.732,0.0,1.0,0.276,0.0,2.0,0.585,0.0,1.0,0.162,1.0,3.0,1.092,1.0,2.0,0.679,14.0,22.0,15.132,9600.0,9600.0,9254.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,24.0,28.0,24.626,520.0,570.0,534.7,50.0,1050.0,206.5,350.0,4950.0,1105.82,3.0,6.0,2.943,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,1496,1.0,1.0,0.587,,,,0.0,200.0,43.8,80.0,80.0,72.14,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.324,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,0.0,0.0,0.65,0.0,1.0,0.097,0.0,1.0,0.263,0.0,1.0,0.053,9000.0,9000.0,7302,1500.0,1500.0,1465.5,0.0,3.0,0.945,0.0,1.0,0.328,0.0,1.0,0.315,0.0,1.0,0.334,0.0,1.0,0.328,0.0,1.0,0.334,,,,50.0,50.0,50,5000.0,5000.0,3085,,,,,,
15,0.0,0.0,0,0.0,2.0,0.472,0.0,1.0,0.094,1.0,2.0,0.893,0.0,1.0,0.343,1.0,2.0,0.696,0.0,1.0,0.214,1.0,3.0,1.359,1.0,2.0,0.907,10.0,17.0,10.966,9600.0,9600.0,9550.4,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,26.0,28.0,26.09,540.0,590.0,557.15,750.0,1250.0,772.5,510.0,1130.0,641.64,3.0,6.0,2.943,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,6222,1.0,1.0,0.611,,,,0.0,200.0,55.7,100.0,100.0,90.12,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.892,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,0.0,0.0,2.45,0.0,1.0,0.094,0.0,1.0,0.253,0.0,0.0,0.042,0.0,9000.0,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5000.0,710,,,,,,
16,0.0,0.0,0,0.0,1.0,0.372,0.0,1.0,0.064,1.0,2.0,0.706,0.0,1.0,0.335,0.0,2.0,0.542,0.0,1.0,0.171,1.0,3.0,1.09,1.0,2.0,0.742,9.0,16.0,9.841,8000.0,8000.0,8000,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,27.608,580.0,630.0,599.8,1450.0,1450.0,1352,610.0,1190.0,660.24,3.0,6.0,2.943,0.0,0.0,0,9200.0,9200.0,9200,8500.0,8500.0,6451.5,1.0,1.0,0.605,,,,0.0,200.0,50.6,80.0,80.0,73,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.976,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,0.0,50.0,2.65,0.0,1.0,0.114,0.0,1.0,0.237,0.0,0.0,0.044,0.0,9000.0,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,105,,,,,,
17,0.0,0.0,0,0.0,2.0,0.492,0.0,1.0,0.099,1.0,2.0,0.882,0.0,1.0,0.354,0.5,2.0,0.651,0.0,1.0,0.242,1.0,3.0,1.322,1.0,3.0,0.936,10.0,17.0,10.957,8000.0,9600.0,8172.8,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,27.934,600.0,650.0,620.05,150.0,150.0,174,900.0,1480.0,929.56,3.0,9.0,3.888,0.0,0.0,0,9200.0,9200.0,9200,0.0,8500.0,1385.5,1.0,1.0,0.594,,,,0.0,200.0,59.6,100.0,100.0,89.72,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,0.0,0.0,0.25,0.0,1.0,0.097,0.0,1.0,0.255,0.0,1.0,0.054,9000.0,9000.0,7533,1500.0,1500.0,1459.5,0.0,3.0,0.945,0.0,1.0,0.326,0.0,1.0,0.315,0.0,1.0,0.332,0.0,1.0,0.326,0.0,1.0,0.332,,,,,,,0.0,0.0,30,,,,,,
18,0.0,0.0,0,0.0,2.0,0.411,0.0,1.0,0.064,1.0,2.0,0.735,0.0,1.0,0.284,0.0,2.0,0.535,0.0,1.0,0.195,1.0,3.0,1.077,1.0,2.0,0.721,9.0,16.0,9.899,8000.0,9600.0,8683.2,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,27.988,650.0,700.0,670.2,350.0,350.0,356,1020.0,1620.0,1049.68,3.0,9.0,3.912,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,229.5,1.0,1.0,0.592,,,,0.0,200.0,47.9,80.0,80.0,72.22,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,0.0,0.0,0.15,0.0,1.0,0.107,0.0,1.0,0.251,0.0,0.049999999999954525,0.05,9000.0,9000.0,8757,0.0,0.0,31.5,0.0,0.0,0.024,0.0,0.0,0.006,0.0,0.0,0.008,0.0,0.0,0.007,0.0,0.0,0.006,0.0,0.0,0.007,,,,,,,,,,,,,,,
19,0.0,0.0,0,0.0,2.0,0.501,0.0,1.0,0.094,1.0,3.0,0.955,0.0,1.0,0.339,1.0,2.0,0.664,0.0,1.0,0.231,1.0,3.0,1.311,1.0,2.0,0.883,10.0,17.0,10.969,9600.0,9600.0,9254.4,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,670.0,720.0,690.2,550.0,550.0,550,1380.0,1960.0,1396.22,3.0,9.0,3.915,0.0,0.0,0,9200.0,9200.0,9200,0.0,0.0,51,1.0,1.0,0.591,,,,0.0,200.0,57,100.0,100.0,89.54,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.094,0.0,1.0,0.262,0.0,1.0,0.053,9000.0,9000.0,8946,0.0,0.0,9,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.0,0.002,,,,,,,,,,,,,,,
20,0.0,0.0,0,0.0,1.0,0.406,0.0,1.0,0.062,1.0,2.0,0.732,0.0,1.0,0.302,0.0,2.0,0.508,0.0,1.0,0.163,1.0,3.0,1.133,1.0,2.0,0.716,9.0,16.0,9.767,9600.0,9600.0,9550.4,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,730.0,780.0,750.2,750.0,750.0,750,1480.0,2060.0,1515.04,3.0,9.0,3.915,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.62,,,,0.0,200.0,46.5,80.0,80.0,72.32,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.1,0.0,1.0,0.224,0.0,1.0,0.056,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.078,1.0,2.0,0.881,0.0,2.0,0.365,1.0,2.0,0.672,0.0,1.0,0.26,1.0,3.0,1.336,1.0,2.0,0.895,14.0,22.0,15.711,8000.0,8000.0,8000,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,750.0,800.0,770.2,950.0,950.0,950,1970.0,2590.0,2017.28,3.0,9.0,3.915,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.589,,,,0.0,200.0,62.5,100.0,100.0,89.74,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.111,0.0,1.0,0.245,0.0,1.0,0.055,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,50,,,,,,,,,
