day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
31,0.0,0.0,0,0.0,2.0,0.511,0.0,1.0,0.091,1.0,2.0,0.866,0.0,1.0,0.349,0.0,2.0,0.628,0.0,1.0,0.197,1.0,3.0,1.316,1.0,2.0,0.871,9.0,17.0,10.685,5000.0,6000.0,5427,0.0,1.0,0.108,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,28,1040.0,1110.0,1043.08,1450.0,1450.0,1450,3860.0,4670.0,3870.41,6.0,12.0,5.895,25.0,25.0,25,4700.0,4700.0,4700,,,,1.0,1.0,0.59,,,,0.0,200.0,54.6,80.0,100.0,86.36,150.0,150.0,133.8,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.118,0.0,1.0,0.237,0.0,1.0,0.055,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,0.885,0.0,1.0,0.325,0.0,1.0,0.295,0.0,1.0,0.38,0.0,1.0,0.325,0.0,1.0,0.38,,,,,,,,,,,,,,,
32,0.0,0.0,0,0.0,2.0,0.433,0.0,1.0,0.074,1.0,2.0,0.737,0.0,1.0,0.293,0.0,2.0,0.52,0.0,1.0,0.184,1.0,3.0,1.152,1.0,2.0,0.778,9.0,17.0,10.158,5000.0,6000.0,5401,0.0,1.0,0.109,30.0,30.0,26.73,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,28,1090.0,1160.0,1089.81,150.0,150.0,150,3990.0,4800.0,3992.87,6.0,12.0,5.895,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.586,,,,0.0,200.0,47.7,80.0,100.0,74.76,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.093,0.0,1.0,0.261,0.0,1.0,0.06,,,,6000.0,6000.0,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.0,0.0,0,0.0,2.0,0.49,0.0,1.0,0.099,1.0,2.0,0.888,0.0,1.0,0.355,1.0,2.0,0.644,0.0,1.0,0.217,1.0,3.0,1.259,1.0,2.0,0.877,9.0,17.0,10.814,5000.0,6000.0,5282,0.0,1.0,0.1,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,28,1110.0,1180.0,1109.81,350.0,350.0,350,4310.0,5130.0,4316.85,6.0,12.149999999999864,6.939,75.0,75.0,75,4700.0,4700.0,4700,,,,1.0,1.0,0.618,,,,0.0,200.0,57.2,80.0,100.0,86.78,200.0,200.0,180,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.087,0.0,1.0,0.251,0.0,0.0,0.044,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.044,0.0,1.0,0.32,0.0,1.0,0.348,0.0,1.0,0.332,0.0,1.0,0.32,0.0,1.0,0.332,,,,,,,,,,,,,,,
34,0.0,0.0,0,0.0,2.0,0.433,0.0,1.0,0.08,1.0,2.0,0.781,0.0,1.0,0.282,0.0,2.0,0.521,0.0,1.0,0.161,1.0,3.0,1.168,1.0,2.0,0.745,9.0,16.0,10.15,5000.0,6000.0,5067,0.0,1.0,0.1,40.0,40.0,36,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,28,1170.0,1240.0,1165.81,550.0,550.0,550,4430.0,5270.5,4435.91,9.0,15.0,8.022,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.597,,,,0.0,200.0,44.3,80.0,100.0,74.76,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.111,0.0,1.0,0.243,0.0,0.0,0.049,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.083,0.0,1.0,0.321,0.0,1.0,0.361,0.0,1.0,0.318,0.0,1.0,0.321,0.0,1.0,0.318,,,,,,,,,,,,,,,
35,0.0,0.0,0,0.0,2.0,0.467,0.0,1.0,0.076,1.0,2.0,0.898,0.0,1.0,0.352,1.0,2.0,0.665,0.0,1.0,0.206,1.0,3.0,1.333,1.0,2.0,0.832,14.0,22.0,15.087,5000.0,6000.0,5216,0.0,1.0,0.099,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,28,1190.0,1260.0,1185.81,750.0,750.0,750,5140.0,6010.0,5144.3,9.0,15.0,9.003,0.0,0.0,0,4700.0,4700.0,4700,,,,1.0,1.0,0.614,,,,0.0,200.0,55.8,80.0,100.0,87.24,350.0,350.0,315.35,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,70.0,70.0,65.05,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.096,0.0,1.0,0.234,0.0,1.0,0.056,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,0.981,0.0,1.0,0.315,0.0,1.0,0.327,0.0,1.0,0.358,0.0,1.0,0.315,0.0,1.0,0.358,250.0,250.0,250,50.0,50.0,45.05,,,,,,,,,
36,0.0,0.0,0,0.0,2.0,0.413,0.0,1.0,0.067,1.0,2.0,0.731,0.0,1.0,0.293,0.0,2.0,0.565,0.0,1.0,0.205,1.0,3.0,1.13,1.0,2.0,0.767,9.0,16.0,10.046,5000.0,6000.0,5216,0.0,1.0,0.109,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,28,1210.0,1280.0,1205.81,950.0,950.0,950,5340.0,6240.5,5358.36,9.0,18.0,9.921,25.0,25.0,25,4700.0,4700.0,4700,,,,1.0,1.0,0.605,,,,0.0,200.0,49.8,80.0,100.0,75.16,100.0,100.0,89.1,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.096,0.0,1.0,0.25,0.0,0.0,0.049,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,0.918,0.0,1.0,0.338,0.0,1.0,0.306,0.0,1.0,0.356,0.0,1.0,0.338,0.0,1.0,0.356,,,,,,,,,,,,,,,
37,0.0,0.0,0,0.0,2.0,0.475,0.0,1.0,0.068,1.0,3.0,0.927,0.0,1.0,0.364,0.0,2.0,0.625,0.0,1.0,0.228,1.0,3.0,1.299,1.0,2.0,0.843,9.0,17.0,10.651,6000.0,6000.0,5658,0.0,1.0,0.103,20.0,20.0,17.94,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,28,1250.0,1320.0,1243.75,1150.0,1150.0,1150,5490.0,6400.5,5504.64,12.0,18.0,10.938,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.59,,,,0.0,200.0,59.2,80.0,100.0,87.08,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.085,0.0,1.0,0.269,0.0,1.0,0.056,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.017,0.0,1.0,0.297,0.0,1.0,0.339,0.0,1.0,0.364,0.0,1.0,0.297,0.0,1.0,0.364,,,,,,,,,,,,,,,
38,0.0,0.0,0,0.0,2.0,0.466,0.0,1.0,0.073,1.0,2.0,0.75,0.0,1.0,0.29,0.0,2.0,0.555,0.0,1.0,0.173,1.0,3.0,1.101,1.0,2.0,0.763,9.0,16.0,10.051,5000.0,6000.0,5442,0.0,1.0,0.086,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,28,1270.0,1340.0,1263.75,1350.0,1350.0,1350,5740.0,6630.0,5762.14,12.0,21.0,12.018,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.594,,,,0.0,200.0,46.3,80.0,100.0,74.1,150.0,150.0,137.1,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.117,0.0,1.0,0.245,0.0,0.0,0.044,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.08,0.0,1.0,0.319,0.0,1.0,0.36,0.0,1.0,0.321,0.0,1.0,0.319,0.0,1.0,0.321,,,,,,,,,,,,,,,
39,0.0,0.0,0,0.0,2.0,0.51,0.0,1.0,0.094,1.0,2.0,0.861,0.0,1.0,0.331,1.0,2.0,0.691,0.0,1.0,0.187,1.0,3.0,1.316,1.0,2.0,0.839,9.0,17.0,10.703,5000.0,6000.0,5283,0.0,1.0,0.109,30.0,30.0,26.73,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,28,1310.0,1390.0,1310.48,50.0,50.0,50,5895.0,6800.0,5900.32,12.0,21.0,12.018,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.629,,,,0.0,200.0,51.8,80.0,100.0,86.38,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.093,0.0,1.0,0.23,0.0,0.0,0.048,,,,6000.0,6000.0,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0,0.0,1.0,0.378,0.0,1.0,0.082,1.0,2.0,0.793,0.0,1.0,0.326,0.0,2.0,0.581,0.0,1.0,0.182,1.0,3.0,1.08,1.0,2.0,0.749,9.0,17.0,10.116,5000.0,6000.0,5216,0.0,1.0,0.098,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,28,1330.0,1410.0,1330.48,250.0,250.0,250,6200.0,7111.0,6207.38,12.0,21.0,12.978,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.61,,,,0.0,200.0,50.8,80.0,100.0,75.86,200.0,200.0,180.4,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20.09,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.095,0.0,1.0,0.235,0.0,1.0,0.06,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.05,0.0,1.0,0.327,0.0,1.0,0.35,0.0,1.0,0.323,0.0,1.0,0.327,0.0,1.0,0.323,,,,,,,,,,,,,,,
41,0.0,0.0,0,0.0,2.0,0.514,0.0,1.0,0.081,1.0,2.0,0.927,0.0,1.0,0.344,0.0,2.0,0.622,0.0,1.0,0.193,1.0,3.0,1.269,1.0,2.0,0.879,9.0,17.0,10.761,5000.0,6000.0,5216,0.0,1.0,0.089,40.0,40.0,36.44,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,27.999,1390.0,1470.0,1386.92,450.0,450.0,450,6340.0,7250.0,6339.38,15.0,21.0,13.849,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.58,,,,0.0,200.0,53.7,80.0,100.0,86.3,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.004,20.0,20.0,20,20.0,20.0,20.15,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.106,0.0,1.0,0.267,0.0,0.0,0.047,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,0.999,0.0,1.0,0.304,0.0,1.0,0.333,0.0,1.0,0.363,0.0,1.0,0.304,0.0,1.0,0.363,,,,,,,0.0,0.0,8,0.0,0.0,0.001,0.0,0.0,0.022
42,0.0,0.0,0,0.0,2.0,0.454,0.0,1.0,0.1,1.0,2.0,0.704,0.0,1.0,0.295,0.0,2.0,0.551,0.0,1.0,0.191,1.0,3.0,1.114,1.0,2.0,0.762,14.0,22.0,14.891,6000.0,6000.0,5666,0.0,1.0,0.089,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,27.968,1410.0,1490.0,1406.92,650.0,650.0,650.5,6770.0,7710.0,6709.17,15.0,24.0,14.882,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,8.5,1.0,1.0,0.623,,,,0.0,200.0,48.6,80.0,100.0,74.34,350.0,350.0,318.85,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.04,20.0,20.0,20,70.0,70.0,66.44,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.068,0.0,1.0,0.261,0.0,0.0,0.048,,,,3000.0,3000.0,2994,1500.0,1500.0,1497,0.0,3.0,0.99,0.0,1.0,0.346,0.0,1.0,0.33,0.0,1.0,0.322,0.0,1.0,0.346,0.0,1.0,0.322,,,,50.0,50.0,45.55,0.0,0.0,72,0.0,0.0,0.033,0.0,0.0,0.933
43,0.0,0.0,0,0.0,2.0,0.511,0.0,1.0,0.08,1.0,2.0,0.802,0.0,1.0,0.339,1.0,2.0,0.662,0.0,1.0,0.229,1.0,3.0,1.345,1.0,2.0,0.861,9.0,17.0,10.79,5000.0,6000.0,5470,0.0,1.0,0.101,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.171,28.0,28.0,27.885,1430.0,1510.0,1426.92,850.0,850.0,855.25,6975.0,7870.5,6806.23,15.0,24.0,15.667,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,80.75,1.0,1.0,0.592,,,,0.0,200.0,56.8,80.0,100.0,86.36,100.0,100.0,89.9,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.108,20.0,20.0,20,20.0,50.0,23.17,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.658,0.0,1.0,0.1,0.0,1.0,0.256,0.0,1.0,0.052,,,,3000.0,3000.0,2943,1500.0,1500.0,1471.5,0.0,3.0,0.906,0.0,1.0,0.332,0.0,1.0,0.302,0.0,1.0,0.347,0.0,1.0,0.332,0.0,1.0,0.347,,,,,,,0.0,0.0,136,0.0,0.0,0.102,0.0,0.0,3.049
44,0.0,0.0,0,0.0,2.0,0.417,0.0,1.0,0.075,1.0,2.0,0.73,0.0,1.0,0.331,0.0,2.0,0.576,0.0,1.0,0.175,1.0,3.0,1.09,1.0,2.0,0.777,9.0,17.0,10.348,5000.0,6000.0,5380,0.0,1.0,0.091,20.0,20.0,18.18,20.0,20.0,20,1.0,1.0,0.829,28.0,28.0,27.768,1470.0,1550.0,1465.2,1050.0,1300.0,1044.75,7080.0,7970.0,6835.91,18.0,27.0,16.695,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,306,1.0,1.0,0.608,,,,0.0,200.0,50.6,80.0,100.0,75.08,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.156,20.0,20.0,20,20.0,70.0,25.4,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.099,0.0,1.0,0.24,0.0,1.0,0.053,0.0,0.0,0.1,3000.0,3000.0,2784,1500.0,1500.0,1420.5,0.0,3.0,0.936,0.0,1.0,0.328,0.0,1.0,0.312,0.0,1.0,0.307,0.0,1.0,0.328,0.0,1.0,0.307,,,,,,,0.0,0.0,96,0.0,2.0,0.189,0.0,44.0,5.492
45,0.0,0.0,0,0.0,2.0,0.508,0.0,1.0,0.08,1.0,2.0,0.873,0.0,1.0,0.365,0.0,2.0,0.63,0.0,1.0,0.208,1.0,3.0,1.276,1.0,2.0,0.888,10.0,18.0,11.117,5000.0,7500.0,5384.5,0.0,1.0,0.088,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.172,28.0,28.0,27.61,1490.0,1570.0,1485.25,1250.0,1250.0,1101.25,7305.0,8210.0,6804.46,18.0,27.049999999999955,17.091,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,569.5,1.0,1.0,0.584,,,,0.0,200.0,57.3,80.0,100.0,86.4,150.0,150.0,136.8,100.0,100.0,100,,,,100.0,100.0,99.95,28.0,32.0,28.312,20.0,20.0,20,20.0,70.0,28.7,,,,5000.0,5000.0,5000,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.656,0.0,1.0,0.111,0.0,1.0,0.255,0.0,0.049999999999954525,0.05,0.0,0.0,0.05,3000.0,3000.0,2604,1500.0,1500.0,1470,0.0,3.0,0.993,0.0,1.0,0.327,0.0,1.0,0.331,0.0,1.0,0.322,0.0,1.0,0.327,0.0,1.0,0.322,,,,,,,0.0,0.0,312,0.0,2.0,0.292,0.0,67.0,8.103
46,0.0,0.0,0,0.0,2.0,0.411,0.0,1.0,0.072,1.0,2.0,0.722,0.0,1.0,0.309,0.0,2.0,0.531,0.0,1.0,0.201,1.0,3.0,1.114,1.0,2.0,0.805,9.0,18.0,10.915,5000.0,7500.0,5577,0.0,1.0,0.086,30.0,30.0,27.42,20.0,20.0,20,1.0,1.0,0.825,28.0,29.0,27.369,1540.0,1620.0,1532.97,1450.0,1450.0,1148.25,7385.0,8350.5,6707.39,16.0,37.0,17.328,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,1173,1.0,1.0,0.576,,,,0.0,200.0,51,80.0,100.0,75.08,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,99.15,28.0,32.0,28.424,20.0,20.0,20,20.0,70.0,34.42,,,,5000.0,5000.0,5000,2.0,2.0,1.983,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.33,0.0,1.0,0.094,0.0,1.0,0.279,0.0,1.0,0.051,0.0,0.0,0.3,3000.0,3000.0,2172,1500.0,1500.0,1308,0.0,3.0,0.891,0.0,1.0,0.286,0.0,1.0,0.297,0.0,1.0,0.289,0.0,1.0,0.286,0.0,1.0,0.289,,,,,,,0.0,0.0,224,0.0,3.0,0.517,0.0,89.0,13.766
47,0.0,0.0,0,0.0,2.0,0.492,0.0,1.0,0.085,1.0,2.0,0.889,0.0,1.0,0.314,0.0,2.0,0.633,0.0,1.0,0.229,1.0,3.0,1.301,1.0,2.0,0.872,10.0,20.0,11.965,6000.0,7500.0,5873,0.0,1.0,0.106,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.179,27.0,29.0,27.165,1560.0,1640.0,1553.32,400.0,1150.0,392.75,7550.0,8680.0,6291.75,15.0,52.049999999999955,17.381,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,1989,1.0,1.0,0.6,,,,0.0,200.0,54.3,80.0,100.0,86.46,200.0,200.0,178.8,100.0,100.0,100,,,,100.0,100.0,99.2,28.0,32.0,28.792,20.0,20.0,20,20.0,70.0,39.83,,,,5000.0,5000.0,5000,2.0,2.0,1.984,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.63,0.0,1.0,0.1,0.0,1.0,0.258,0.0,0.0,0.042,0.0,0.0,0.35,3000.0,6000.0,3051,0.0,1500.0,415.5,0.0,3.0,0.315,0.0,1.0,0.087,0.0,1.0,0.105,0.0,1.0,0.085,0.0,1.0,0.087,0.0,1.0,0.085,,,,,,,0.0,8000.0,736,0.0,3.0,0.672,0.0,90.0,19.568
48,0.0,0.0,0,0.0,2.0,0.423,0.0,1.0,0.068,1.0,2.0,0.752,0.0,1.0,0.303,0.0,2.0,0.549,0.0,1.0,0.186,1.0,3.0,1.103,1.0,2.0,0.788,10.0,19.0,11.359,6000.0,7500.0,5945,0.0,1.0,0.094,40.0,40.0,36.24,20.0,20.0,20,1.0,1.0,0.815,27.0,29.0,27.145,1610.0,1700.0,1610.56,600.0,1350.0,708.25,7585.0,8810.0,5984.63,15.0,49.0,16.846,50.0,50.0,50,4700.0,4700.0,4700,4250.0,4250.0,2677.5,1.0,1.0,0.621,,,,0.0,200.0,48.9,80.0,100.0,74.98,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,99,28.0,32.0,29.008,20.0,20.0,20,20.0,70.0,40.19,,,,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.344,0.0,1.0,0.096,0.0,1.0,0.233,0.0,0.049999999999954525,0.05,0.0,0.0,1,0.0,3000.0,1110,0.0,1500.0,597,0.0,3.0,0.387,0.0,1.0,0.125,0.0,1.0,0.129,0.0,1.0,0.144,0.0,1.0,0.125,0.0,1.0,0.144,,,,,,,0.0,8000.0,432,0.0,3.0,0.65,0.0,90.0,19.268
49,0.0,0.0,0,0.0,2.0,0.512,0.0,1.0,0.095,1.0,2.0,0.899,0.0,1.0,0.351,0.0,2.0,0.641,0.0,1.0,0.224,1.0,3.0,1.272,1.0,2.0,0.799,14.0,22.0,15.196,6000.0,7500.0,6000.5,0.0,1.0,0.09,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.193,28.0,30.0,27.388,1635.0,1720.0,1631.46,800.0,1300.0,820.25,7720.0,9271.0,5488.05,18.0,64.0,23.299,50.0,50.0,50,4700.0,4700.0,4700,4250.0,4250.0,3017.5,1.0,1.0,0.592,,,,0.0,200.0,57.5,80.0,100.0,85.62,350.0,350.0,318.5,100.0,100.0,100,,,,100.0,100.0,98.2,28.0,32.0,29.488,20.0,20.0,20,70.0,150.0,74.57,,,,5000.0,5000.0,5000,2.0,2.0,1.964,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.586,0.0,1.0,0.109,0.0,1.0,0.258,0.0,0.0,0.041,0.0,0.0,0.9,0.0,3000.0,966,0.0,1500.0,604.5,0.0,3.0,0.396,0.0,1.0,0.136,0.0,1.0,0.132,0.0,1.0,0.135,0.0,1.0,0.136,0.0,1.0,0.135,,,,50.0,50.0,45.5,0.0,8000.0,960,0.0,2.0,0.467,0.0,89.0,15.127
